application_id,submission_date,decision_date,applicant_country,visa_type,processing_office,submission_month,submission_year,season,processing_time_days,submission_dayofweek,is_peak_month,quarter,target_days
VISA-0003325,1757376000000000000,2025-10-04,Philippines,Business,London,9,2025,Autumn,25,1,0,Q3,25
VISA-0003326,1626134400000000000,2021-09-17,Nigeria,Student,London,7,2021,Summer,66,1,1,Q3,66
VISA-0003327,1724284800000000000,2024-09-14,France,Tourist,Ottawa,8,2024,Summer,23,3,1,Q3,23
VISA-0003328,1763164800000000000,2025-12-18,Germany,Business,Mumbai,11,2025,Autumn,33,5,0,Q4,33
VISA-0003329,1679011200000000000,2023-05-14,Germany,Work,London,3,2023,Spring,58,4,0,Q1,58
VISA-0003330,1747612800000000000,2025-06-18,India,Tourist,Singapore,5,2025,Spring,30,0,0,Q2,30
VISA-0003331,1638921600000000000,2022-01-09,Philippines,Transit,New Delhi,12,2021,Winter,32,2,1,Q4,32
VISA-0003332,1692576000000000000,2023-10-30,Germany,Work,Dubai,8,2023,Summer,70,0,1,Q3,70
VISA-0003333,1764633600000000000,2026-02-03,Mexico,Work,Berlin,12,2025,Winter,63,1,1,Q4,63
VISA-0003334,1726876800000000000,2024-10-22,Nigeria,Tourist,Mumbai,9,2024,Autumn,31,5,0,Q3,31
VISA-0003335,1616716800000000000,2021-04-30,Germany,Tourist,Mumbai,3,2021,Spring,35,4,0,Q1,35
VISA-0003336,1738800000000000000,2025-05-13,France,Student,Dubai,2,2025,Winter,96,3,0,Q1,96
VISA-0003337,1634860800000000000,2022-01-02,France,Work,Chennai,10,2021,Autumn,72,4,0,Q4,72
VISA-0003338,1727568000000000000,2024-11-25,Philippines,Student,Johannesburg,9,2024,Autumn,57,6,0,Q3,57
VISA-0003339,1707350400000000000,2024-04-03,Nigeria,Business,Chennai,2,2024,Winter,55,3,0,Q1,55
VISA-0003340,1654819200000000000,2022-07-19,Nigeria,Tourist,Mumbai,6,2022,Summer,39,4,1,Q2,39
VISA-0003341,1676246400000000000,2023-04-16,UK,Work,London,2,2023,Winter,62,0,0,Q1,62
VISA-0003342,1628035200000000000,2021-09-26,Nigeria,Business,London,8,2021,Summer,53,2,1,Q3,53
VISA-0003343,1764979200000000000,2026-01-19,Nigeria,Business,Mumbai,12,2025,Winter,44,5,1,Q4,44
VISA-0003344,1646956800000000000,2022-04-15,Canada,Business,Berlin,3,2022,Spring,35,4,0,Q1,35
VISA-0003345,1658102400000000000,2022-09-06,Philippines,Dependent,London,7,2022,Summer,50,0,1,Q3,50
VISA-0003346,1688688000000000000,2023-08-14,Mexico,Tourist,Sydney,7,2023,Summer,38,4,1,Q3,38
VISA-0003347,1715472000000000000,2024-07-14,Pakistan,Work,Chennai,5,2024,Spring,63,6,0,Q2,63
VISA-0003348,1689120000000000000,2023-08-10,Australia,Transit,Mumbai,7,2023,Summer,29,2,1,Q3,29
VISA-0003349,1689033600000000000,2023-09-07,Germany,Work,New Delhi,7,2023,Summer,58,1,1,Q3,58
VISA-0003350,1701302400000000000,2023-12-31,Philippines,Tourist,New Delhi,11,2023,Autumn,31,3,0,Q4,31
VISA-0003351,1744675200000000000,2025-05-01,Kenya,Transit,Singapore,4,2025,Spring,16,1,0,Q2,16
VISA-0003352,1671753600000000000,2023-02-04,Kenya,Tourist,Chennai,12,2022,Winter,43,4,1,Q4,43
VISA-0003353,1740614400000000000,2025-04-05,Philippines,Tourist,London,2,2025,Winter,37,3,0,Q1,37
VISA-0003354,1733529600000000000,2025-02-01,Germany,Tourist,Dubai,12,2024,Winter,56,5,1,Q4,56
VISA-0003355,1760918400000000000,2025-12-03,Brazil,Student,Mumbai,10,2025,Autumn,44,0,0,Q4,44
VISA-0003356,1753401600000000000,2025-09-08,Australia,Student,Dubai,7,2025,Summer,45,4,1,Q3,45
VISA-0003357,1735257600000000000,2025-02-16,Nigeria,Student,Sydney,12,2024,Winter,51,4,1,Q4,51
VISA-0003358,1648339200000000000,2022-05-05,Mexico,Dependent,Paris,3,2022,Spring,39,6,0,Q1,39
VISA-0003359,1731542400000000000,2025-01-06,China,Student,Mumbai,11,2024,Autumn,53,3,0,Q4,53
VISA-0003360,1725580800000000000,2024-10-24,France,Student,New Delhi,9,2024,Autumn,48,4,0,Q3,48
VISA-0003361,1655078400000000000,2022-08-16,Brazil,Dependent,Paris,6,2022,Summer,64,0,1,Q2,64
VISA-0003362,1716336000000000000,2024-06-15,France,Business,Ottawa,5,2024,Spring,24,2,0,Q2,24
VISA-0003363,1649289600000000000,2022-05-18,China,Tourist,New Delhi,4,2022,Spring,41,3,0,Q2,41
VISA-0003364,1691884800000000000,2023-09-24,Pakistan,Tourist,Dubai,8,2023,Summer,42,6,1,Q3,42
VISA-0003365,1735084800000000000,2025-03-10,Nigeria,Work,Sydney,12,2024,Winter,75,2,1,Q4,75
VISA-0003366,1639180800000000000,2022-01-31,Philippines,Dependent,Johannesburg,12,2021,Winter,51,5,1,Q4,51
VISA-0003367,1662508800000000000,2022-10-30,Canada,Work,Johannesburg,9,2022,Autumn,53,2,0,Q3,53
VISA-0003368,1734825600000000000,2025-02-04,China,Tourist,Sydney,12,2024,Winter,44,6,1,Q4,44
VISA-0003369,1680998400000000000,2023-05-04,Brazil,Business,Mumbai,4,2023,Spring,25,6,0,Q2,25
VISA-0003370,1760918400000000000,2025-12-07,Philippines,Work,Paris,10,2025,Autumn,48,0,0,Q4,48
VISA-0003371,1610668800000000000,2021-03-29,France,Work,Chennai,1,2021,Winter,73,4,0,Q1,73
VISA-0003372,1723248000000000000,2024-09-14,Philippines,Dependent,Singapore,8,2024,Summer,35,5,1,Q3,35
VISA-0003373,1737763200000000000,2025-03-07,Mexico,Business,Dubai,1,2025,Winter,41,5,0,Q1,41
VISA-0003374,1754179200000000000,2025-10-02,Mexico,Work,London,8,2025,Summer,60,6,1,Q3,60
VISA-0003375,1634169600000000000,2022-02-13,Bangladesh,Work,Johannesburg,10,2021,Autumn,122,3,0,Q4,122
VISA-0003376,1764633600000000000,2026-02-07,Philippines,Work,Sydney,12,2025,Winter,67,1,1,Q4,67
VISA-0003377,1671235200000000000,2023-02-09,Australia,Student,Ottawa,12,2022,Winter,54,5,1,Q4,54
VISA-0003378,1664928000000000000,2022-12-03,Philippines,Student,Chennai,10,2022,Autumn,59,2,0,Q4,59
VISA-0003379,1665446400000000000,2022-12-09,Pakistan,Work,Berlin,10,2022,Autumn,59,1,0,Q4,59
VISA-0003380,1710028800000000000,2024-05-12,India,Work,Chennai,3,2024,Spring,63,6,0,Q1,63
VISA-0003381,1713398400000000000,2024-06-03,Canada,Student,Mumbai,4,2024,Spring,46,3,0,Q2,46
VISA-0003382,1684108800000000000,2023-06-17,France,Unknown,Mumbai,5,2023,Spring,33,0,0,Q2,33
VISA-0003383,1620604800000000000,2021-07-24,Brazil,Work,Berlin,5,2021,Spring,75,0,0,Q2,75
VISA-0003384,1764979200000000000,2026-02-19,Nigeria,Work,Johannesburg,12,2025,Winter,75,5,1,Q4,75
VISA-0003385,1644451200000000000,2022-03-24,Bangladesh,Tourist,Chennai,2,2022,Winter,42,3,0,Q1,42
VISA-0003386,1624233600000000000,2021-08-31,India,Student,Chennai,6,2021,Summer,71,0,1,Q2,71
VISA-0003387,1703635200000000000,2024-02-15,Pakistan,Tourist,Dubai,12,2023,Winter,50,2,1,Q4,50
VISA-0003388,1674432000000000000,2023-02-19,Brazil,Transit,Mumbai,1,2023,Winter,27,0,0,Q1,27
VISA-0003389,1706486400000000000,2024-04-30,Canada,Dependent,New Delhi,1,2024,Winter,92,0,0,Q1,92
VISA-0003390,1747440000000000000,2025-07-14,Nigeria,Work,Berlin,5,2025,Spring,58,5,0,Q2,58
VISA-0003391,1624752000000000000,2021-09-11,Philippines,Student,Sydney,6,2021,Summer,76,6,1,Q2,76
VISA-0003392,1654214400000000000,2022-07-11,Canada,Business,New Delhi,6,2022,Summer,38,4,1,Q2,38
VISA-0003393,1690848000000000000,2023-10-01,Pakistan,Student,Chennai,8,2023,Summer,61,1,1,Q3,61
VISA-0003394,1733616000000000000,2025-01-12,Germany,Transit,Chennai,12,2024,Winter,35,6,1,Q4,35
VISA-0003395,1704153600000000000,2024-02-08,Mexico,Tourist,Berlin,1,2024,Winter,37,1,0,Q1,37
VISA-0003396,1669766400000000000,2023-01-14,Kenya,Tourist,Berlin,11,2022,Autumn,45,2,0,Q4,45
VISA-0003397,1705622400000000000,2024-03-20,Bangladesh,Work,Paris,1,2024,Winter,61,4,0,Q1,61
VISA-0003398,1763942400000000000,2025-12-24,Germany,Tourist,Mumbai,11,2025,Autumn,30,0,0,Q4,30
VISA-0003399,1685145600000000000,2023-07-25,India,Work,Singapore,5,2023,Spring,59,5,0,Q2,59
VISA-0003400,1748736000000000000,2025-07-28,Germany,Business,Chennai,6,2025,Summer,57,6,1,Q2,57
VISA-0003401,1732406400000000000,2025-01-06,Brazil,Tourist,Johannesburg,11,2024,Autumn,43,6,0,Q4,43
VISA-0003402,1656892800000000000,2022-09-11,UK,Student,Singapore,7,2022,Summer,69,0,1,Q3,69
VISA-0003403,1648771200000000000,2022-05-31,France,Work,Sydney,4,2022,Spring,60,4,0,Q2,60
VISA-0003404,1730851200000000000,2024-12-12,Mexico,Dependent,Paris,11,2024,Autumn,36,2,0,Q4,36
VISA-0003405,1642118400000000000,2022-03-16,Mexico,Student,Berlin,1,2022,Winter,61,4,0,Q1,61
VISA-0003406,1662508800000000000,2022-10-18,India,Tourist,Paris,9,2022,Autumn,41,2,0,Q3,41
VISA-0003407,1646524800000000000,2022-05-17,Bangladesh,Work,New Delhi,3,2022,Spring,72,6,0,Q1,72
VISA-0003408,1705017600000000000,2024-03-12,Germany,Student,New Delhi,1,2024,Winter,60,4,0,Q1,60
VISA-0003409,1655769600000000000,2022-08-02,Nigeria,Business,Singapore,6,2022,Summer,42,1,1,Q2,42
VISA-0003410,1713225600000000000,2024-06-03,Canada,Work,Paris,4,2024,Spring,48,1,0,Q2,48
VISA-0003411,1756857600000000000,2025-10-06,Brazil,Tourist,Dubai,9,2025,Autumn,33,2,0,Q3,33
VISA-0003412,1740268800000000000,2025-05-26,Nigeria,Business,London,2,2025,Winter,92,6,0,Q1,92
VISA-0003413,1758931200000000000,2025-11-11,Australia,Student,Ottawa,9,2025,Autumn,45,5,0,Q3,45
VISA-0003414,1613260800000000000,2021-03-28,China,Tourist,Ottawa,2,2021,Winter,42,6,0,Q1,42
VISA-0003415,1681257600000000000,2023-05-31,Brazil,Work,Ottawa,4,2023,Spring,49,2,0,Q2,49
VISA-0003416,1644105600000000000,2022-03-28,Bangladesh,Dependent,Dubai,2,2022,Winter,50,6,0,Q1,50
VISA-0003417,1754179200000000000,2025-10-07,Mexico,Work,Paris,8,2025,Summer,65,6,1,Q3,65
VISA-0003418,1721692800000000000,2024-08-25,Australia,Tourist,Ottawa,7,2024,Summer,33,1,1,Q3,33
VISA-0003419,1659916800000000000,2022-09-18,Australia,Business,Singapore,8,2022,Summer,41,0,1,Q3,41
VISA-0003420,1698278400000000000,2023-12-03,Nigeria,Tourist,New Delhi,10,2023,Autumn,38,3,0,Q4,38
VISA-0003421,1704844800000000000,2024-03-04,Germany,Student,Paris,1,2024,Winter,54,2,0,Q1,54
VISA-0003422,1687564800000000000,2023-08-16,Germany,Unknown,Berlin,6,2023,Summer,53,5,1,Q2,53
VISA-0003423,1684195200000000000,2023-06-22,UK,Tourist,Sydney,5,2023,Spring,37,1,0,Q2,37
VISA-0003424,1618099200000000000,2021-05-15,Canada,Tourist,Ottawa,4,2021,Spring,34,6,0,Q2,34
VISA-0003425,1680739200000000000,2023-05-23,India,Unknown,Ottawa,4,2023,Spring,47,3,0,Q2,47
VISA-0003426,1664323200000000000,2022-11-02,Brazil,Tourist,London,9,2022,Autumn,35,2,0,Q3,35
VISA-0003427,1738454400000000000,2025-03-21,China,Business,Johannesburg,2,2025,Winter,47,6,0,Q1,47
VISA-0003428,1745798400000000000,2025-06-27,Brazil,Work,New Delhi,4,2025,Spring,60,0,0,Q2,60
VISA-0003429,1727740800000000000,2024-12-03,Bangladesh,Unknown,Dubai,10,2024,Autumn,63,1,0,Q4,63
VISA-0003430,1614297600000000000,2021-04-16,Bangladesh,Tourist,Johannesburg,2,2021,Winter,49,4,0,Q1,49
VISA-0003431,1742083200000000000,2025-04-07,Canada,Tourist,Sydney,3,2025,Spring,22,6,0,Q1,22
VISA-0003432,1671926400000000000,2023-02-17,India,Tourist,Berlin,12,2022,Winter,54,6,1,Q4,54
VISA-0003433,1675036800000000000,2023-05-24,Mexico,Work,Dubai,1,2023,Winter,114,0,0,Q1,114
VISA-0003434,1758412800000000000,2025-09-29,Philippines,Transit,Sydney,9,2025,Autumn,8,6,0,Q3,8
VISA-0003435,1746144000000000000,2025-06-19,Germany,Dependent,Dubai,5,2025,Spring,48,4,0,Q2,48
VISA-0003436,1617408000000000000,2021-06-30,Nigeria,Tourist,Singapore,4,2021,Spring,88,5,0,Q2,88
VISA-0003437,1666137600000000000,2022-11-19,Brazil,Tourist,Berlin,10,2022,Autumn,31,2,0,Q4,31
VISA-0003438,1727654400000000000,2024-11-01,Pakistan,Tourist,Singapore,9,2024,Autumn,32,0,0,Q3,32
VISA-0003439,1694390400000000000,2023-10-11,China,Transit,Unknown,9,2023,Autumn,30,0,0,Q3,30
VISA-0003440,1650067200000000000,2022-05-11,Mexico,Tourist,Unknown,4,2022,Spring,25,5,0,Q2,25
VISA-0003441,1692144000000000000,2023-10-04,India,Tourist,Singapore,8,2023,Summer,49,2,1,Q3,49
VISA-0003442,1746057600000000000,2025-08-16,Pakistan,Work,Chennai,5,2025,Spring,107,3,0,Q2,107
VISA-0003443,1644624000000000000,2022-04-19,Philippines,Unknown,Singapore,2,2022,Winter,66,5,0,Q1,66
VISA-0003444,1727049600000000000,2024-10-22,Bangladesh,Tourist,Berlin,9,2024,Autumn,29,0,0,Q3,29
VISA-0003445,1725235200000000000,2024-10-29,Unknown,Work,Ottawa,9,2024,Autumn,57,0,0,Q3,57
VISA-0003446,1749081600000000000,2025-07-02,Nigeria,Tourist,Paris,6,2025,Summer,27,3,1,Q2,27
VISA-0003447,1656374400000000000,2022-08-02,Australia,Tourist,Mumbai,6,2022,Summer,35,1,1,Q2,35
VISA-0003448,1643500800000000000,2022-02-26,Australia,Tourist,Berlin,1,2022,Winter,27,6,0,Q1,27
VISA-0003449,1695772800000000000,2023-11-20,China,Student,Dubai,9,2023,Autumn,54,2,0,Q3,54
VISA-0003450,1693180800000000000,2023-09-23,Australia,Transit,Singapore,8,2023,Summer,26,0,1,Q3,26
VISA-0003451,1674000000000000000,2023-03-17,Canada,Student,Dubai,1,2023,Winter,58,2,0,Q1,58
VISA-0003452,1732320000000000000,2024-12-25,Mexico,Business,Sydney,11,2024,Autumn,32,5,0,Q4,32
VISA-0003453,1735430400000000000,2025-01-30,Pakistan,Tourist,Sydney,12,2024,Winter,32,6,1,Q4,32
VISA-0003454,1648166400000000000,2022-05-16,India,Business,Dubai,3,2022,Spring,52,4,0,Q1,52
VISA-0003455,1734825600000000000,2025-01-16,Nigeria,Transit,Singapore,12,2024,Winter,25,6,1,Q4,25
VISA-0003456,1645833600000000000,2022-04-17,Canada,Student,Paris,2,2022,Winter,50,5,0,Q1,50
VISA-0003457,1673654400000000000,2023-02-17,Philippines,Transit,Mumbai,1,2023,Winter,34,5,0,Q1,34
VISA-0003458,1613692800000000000,2021-05-07,France,Work,Sydney,2,2021,Winter,77,4,0,Q1,77
VISA-0003459,1663113600000000000,2022-10-10,Australia,Business,London,9,2022,Autumn,26,2,0,Q3,26
VISA-0003460,1760572800000000000,2025-11-15,Canada,Tourist,Mumbai,10,2025,Autumn,30,3,0,Q4,30
VISA-0003461,1679184000000000000,2023-05-22,Pakistan,Work,Singapore,3,2023,Spring,64,6,0,Q1,64
VISA-0003462,1721347200000000000,2024-09-08,Philippines,Student,Singapore,7,2024,Summer,51,4,1,Q3,51
VISA-0003463,1626393600000000000,2021-08-21,Nigeria,Transit,Unknown,7,2021,Summer,36,4,1,Q3,36
VISA-0003464,1709596800000000000,2024-04-21,Bangladesh,Dependent,Ottawa,3,2024,Spring,47,1,0,Q1,47
VISA-0003465,1668038400000000000,2022-12-30,Kenya,Student,Ottawa,11,2022,Autumn,50,3,0,Q4,50
VISA-0003466,1726704000000000000,2024-10-29,Nigeria,Dependent,Paris,9,2024,Autumn,40,3,0,Q3,40
VISA-0003467,1755734400000000000,2025-10-17,India,Dependent,Chennai,8,2025,Summer,57,3,1,Q3,57
VISA-0003468,1693267200000000000,2023-11-01,Australia,Work,New Delhi,8,2023,Summer,64,1,1,Q3,64
VISA-0003469,1625616000000000000,2021-08-20,Kenya,Tourist,Ottawa,7,2021,Summer,44,2,1,Q3,44
VISA-0003470,1684454400000000000,2023-06-25,Brazil,Tourist,Dubai,5,2023,Spring,37,4,0,Q2,37
VISA-0003471,1628812800000000000,2021-09-22,Pakistan,Tourist,Sydney,8,2021,Summer,40,4,1,Q3,40
VISA-0003472,1680307200000000000,2023-04-19,Australia,Tourist,Chennai,4,2023,Spring,18,5,0,Q2,18
VISA-0003473,1619049600000000000,2021-05-10,Pakistan,Transit,Sydney,4,2021,Spring,18,3,0,Q2,18
VISA-0003474,1710374400000000000,2024-04-18,Philippines,Tourist,Johannesburg,3,2024,Spring,35,3,0,Q1,35
VISA-0003475,1658361600000000000,2022-09-25,Australia,Work,London,7,2022,Summer,66,3,1,Q3,66
VISA-0003476,1641168000000000000,2022-03-14,France,Work,Ottawa,1,2022,Winter,70,0,0,Q1,70
VISA-0003477,1612137600000000000,2021-04-07,Pakistan,Work,London,2,2021,Winter,65,0,0,Q1,65
VISA-0003478,1749427200000000000,2025-07-10,Canada,Tourist,London,6,2025,Summer,31,0,1,Q2,31
VISA-0003479,1741392000000000000,2025-04-30,Philippines,Work,Berlin,3,2025,Spring,53,5,0,Q1,53
VISA-0003480,1737417600000000000,2025-03-21,UK,Work,Ottawa,1,2025,Winter,59,1,0,Q1,59
VISA-0003481,1618617600000000000,2021-06-29,Mexico,Work,Dubai,4,2021,Spring,73,5,0,Q2,73
VISA-0003482,1664496000000000000,2022-11-10,Pakistan,Tourist,New Delhi,9,2022,Autumn,41,4,0,Q3,41
VISA-0003483,1762560000000000000,2025-12-13,UK,Business,Berlin,11,2025,Autumn,35,5,0,Q4,35
VISA-0003484,1700611200000000000,2023-12-27,China,Tourist,Mumbai,11,2023,Autumn,35,2,0,Q4,35
VISA-0003485,1629676800000000000,2021-11-04,Pakistan,Work,Ottawa,8,2021,Summer,73,0,1,Q3,73
VISA-0003486,1631664000000000000,2021-10-22,Germany,Student,Singapore,9,2021,Autumn,37,2,0,Q3,37
VISA-0003487,1650931200000000000,2022-07-03,Mexico,Tourist,London,4,2022,Spring,68,1,0,Q2,68
VISA-0003488,1762732800000000000,2025-12-14,Pakistan,Business,Berlin,11,2025,Autumn,34,0,0,Q4,34
VISA-0003489,1636156800000000000,2021-12-12,UK,Tourist,London,11,2021,Autumn,36,5,0,Q4,36
VISA-0003490,1751760000000000000,2025-08-24,India,Dependent,Singapore,7,2025,Summer,49,6,1,Q3,49
VISA-0003491,1716336000000000000,2024-07-04,UK,Dependent,Johannesburg,5,2024,Spring,43,2,0,Q2,43
VISA-0003492,1754784000000000000,2025-10-03,Mexico,Student,Singapore,8,2025,Summer,54,6,1,Q3,54
VISA-0003493,1739664000000000000,2025-03-24,Unknown,Unknown,Ottawa,2,2025,Winter,36,6,0,Q1,36
VISA-0003494,1661817600000000000,2022-11-05,UK,Tourist,London,8,2022,Summer,67,1,1,Q3,67
VISA-0003495,1739923200000000000,2025-04-04,India,Dependent,Dubai,2,2025,Winter,44,2,0,Q1,44
VISA-0003496,1636070400000000000,2022-01-17,India,Work,Paris,11,2021,Autumn,73,4,0,Q4,73
VISA-0003497,1655337600000000000,2022-08-02,Philippines,Tourist,Sydney,6,2022,Summer,47,3,1,Q2,47
VISA-0003498,1642809600000000000,2022-03-23,Kenya,Student,Paris,1,2022,Winter,60,5,0,Q1,60
VISA-0003499,1630454400000000000,2021-10-06,India,Tourist,Singapore,9,2021,Autumn,35,2,0,Q3,35
VISA-0003500,1623628800000000000,2021-08-29,France,Work,Paris,6,2021,Summer,76,0,1,Q2,76
VISA-0003501,1639008000000000000,2022-02-13,China,Student,Ottawa,12,2021,Winter,66,3,1,Q4,66
VISA-0003502,1628380800000000000,2021-09-30,Philippines,Tourist,Chennai,8,2021,Summer,53,6,1,Q3,53
VISA-0003503,1669420800000000000,2023-01-26,Philippines,Business,Ottawa,11,2022,Autumn,61,5,0,Q4,61
VISA-0003504,1620691200000000000,2021-06-22,Philippines,Tourist,Dubai,5,2021,Spring,42,1,0,Q2,42
VISA-0003505,1619049600000000000,2021-06-22,China,Student,Singapore,4,2021,Spring,61,3,0,Q2,61
VISA-0003506,1765497600000000000,2026-04-05,Germany,Work,London,12,2025,Winter,114,4,1,Q4,114
VISA-0003507,1623283200000000000,2021-07-15,Mexico,Transit,Mumbai,6,2021,Summer,35,3,1,Q2,35
VISA-0003508,1621123200000000000,2021-07-12,Germany,Student,London,5,2021,Spring,57,6,0,Q2,57
VISA-0003509,1614124800000000000,2021-04-21,UK,Dependent,Dubai,2,2021,Winter,56,2,0,Q1,56
VISA-0003510,1630281600000000000,2021-12-31,Pakistan,Student,Chennai,8,2021,Summer,123,0,1,Q3,123
VISA-0003511,1692662400000000000,2023-09-30,Brazil,Dependent,Ottawa,8,2023,Summer,39,1,1,Q3,39
VISA-0003512,1739836800000000000,2025-04-28,UK,Tourist,Chennai,2,2025,Winter,69,1,0,Q1,69
VISA-0003513,1700870400000000000,2024-01-26,Kenya,Work,Johannesburg,11,2023,Autumn,62,5,0,Q4,62
VISA-0003514,1622851200000000000,2021-07-11,Australia,Tourist,Sydney,6,2021,Summer,36,5,1,Q2,36
VISA-0003515,1731542400000000000,2024-11-21,Australia,Transit,Berlin,11,2024,Autumn,7,3,0,Q4,7
VISA-0003516,1615248000000000000,2021-05-30,Mexico,Transit,Sydney,3,2021,Spring,82,1,0,Q1,82
VISA-0003517,1708905600000000000,2024-04-28,Bangladesh,Student,New Delhi,2,2024,Winter,62,0,0,Q1,62
VISA-0003518,1674000000000000000,2023-03-16,Nigeria,Student,Chennai,1,2023,Winter,57,2,0,Q1,57
VISA-0003519,1748476800000000000,2025-07-31,Kenya,Work,Singapore,5,2025,Spring,63,3,0,Q2,63
VISA-0003520,1657929600000000000,2022-09-25,Unknown,Tourist,Sydney,7,2022,Summer,71,5,1,Q3,71
VISA-0003521,1710115200000000000,2024-05-04,Australia,Work,Berlin,3,2024,Spring,54,0,0,Q1,54
VISA-0003522,1678752000000000000,2023-05-10,Canada,Work,Paris,3,2023,Spring,57,1,0,Q1,57
VISA-0003523,1691712000000000000,2023-09-28,Brazil,Student,Dubai,8,2023,Summer,48,4,1,Q3,48
VISA-0003524,1757462400000000000,2025-10-08,UK,Tourist,Dubai,9,2025,Autumn,28,2,0,Q3,28
VISA-0003525,1721779200000000000,2024-09-04,Germany,Dependent,Chennai,7,2024,Summer,42,2,1,Q3,42
VISA-0003526,1674777600000000000,2023-02-27,Brazil,Tourist,Chennai,1,2023,Winter,31,4,0,Q1,31
VISA-0003527,1679961600000000000,2023-06-04,China,Work,Mumbai,3,2023,Spring,68,1,0,Q1,68
VISA-0003528,1720483200000000000,2024-08-24,China,Tourist,London,7,2024,Summer,46,1,1,Q3,46
VISA-0003529,1663977600000000000,2022-10-17,UK,Tourist,Dubai,9,2022,Autumn,23,5,0,Q3,23
VISA-0003530,1635897600000000000,2021-12-15,Philippines,Tourist,Johannesburg,11,2021,Autumn,42,2,0,Q4,42
VISA-0003531,1683158400000000000,2023-07-02,Philippines,Student,Ottawa,5,2023,Spring,59,3,0,Q2,59
VISA-0003532,1620172800000000000,2021-07-01,France,Work,Dubai,5,2021,Spring,57,2,0,Q2,57
VISA-0003533,1636156800000000000,2022-01-05,India,Student,Singapore,11,2021,Autumn,60,5,0,Q4,60
VISA-0003534,1675728000000000000,2023-04-08,Germany,Work,Berlin,2,2023,Winter,60,1,0,Q1,60
VISA-0003535,1734998400000000000,2025-02-18,Mexico,Work,Chennai,12,2024,Winter,56,1,1,Q4,56
VISA-0003536,1732665600000000000,2024-12-26,Kenya,Tourist,London,11,2024,Autumn,29,2,0,Q4,29
VISA-0003537,1650499200000000000,2022-05-28,Kenya,Tourist,Berlin,4,2022,Spring,37,3,0,Q2,37
VISA-0003538,1675987200000000000,2023-04-13,Pakistan,Work,London,2,2023,Winter,62,4,0,Q1,62
VISA-0003539,1633651200000000000,2021-12-08,Brazil,Work,Chennai,10,2021,Autumn,61,4,0,Q4,61
VISA-0003540,1728518400000000000,2024-12-09,Mexico,Work,Dubai,10,2024,Autumn,60,3,0,Q4,60
VISA-0003541,1648252800000000000,2022-04-21,Canada,Tourist,Dubai,3,2022,Spring,26,5,0,Q1,26
VISA-0003542,1735516800000000000,2025-02-07,Kenya,Business,Chennai,12,2024,Winter,39,0,1,Q4,39
VISA-0003543,1742169600000000000,2025-04-15,Canada,Tourist,New Delhi,3,2025,Spring,29,0,0,Q1,29
VISA-0003544,1718064000000000000,2024-08-12,Philippines,Work,Unknown,6,2024,Summer,62,1,1,Q2,62
VISA-0003545,1661472000000000000,2022-10-02,Philippines,Tourist,Ottawa,8,2022,Summer,37,4,1,Q3,37
VISA-0003546,1759708800000000000,2025-12-08,UK,Work,Dubai,10,2025,Autumn,63,0,0,Q4,63
VISA-0003547,1717632000000000000,2024-07-31,France,Student,Mumbai,6,2024,Summer,55,3,1,Q2,55
VISA-0003548,1711238400000000000,2024-04-18,Unknown,Business,London,3,2024,Spring,25,6,0,Q1,25
VISA-0003549,1744416000000000000,2025-05-13,Germany,Tourist,Dubai,4,2025,Spring,31,5,0,Q2,31
VISA-0003550,1748390400000000000,2025-08-04,Pakistan,Work,Mumbai,5,2025,Spring,68,2,0,Q2,68
VISA-0003551,1621641600000000000,2021-07-02,Philippines,Tourist,London,5,2021,Spring,41,5,0,Q2,41
VISA-0003552,1748390400000000000,2025-07-22,Canada,Work,Berlin,5,2025,Spring,55,2,0,Q2,55
VISA-0003553,1730073600000000000,2024-11-15,Canada,Tourist,Paris,10,2024,Autumn,18,0,0,Q4,18
VISA-0003554,1641945600000000000,2022-03-04,Philippines,Tourist,London,1,2022,Winter,51,2,0,Q1,51
VISA-0003555,1657929600000000000,2022-08-25,India,Business,Mumbai,7,2022,Summer,40,5,1,Q3,40
VISA-0003556,1728086400000000000,2024-11-02,Brazil,Tourist,New Delhi,10,2024,Autumn,28,5,0,Q4,28
VISA-0003557,1643587200000000000,2022-03-25,Philippines,Tourist,Dubai,1,2022,Winter,53,0,0,Q1,53
VISA-0003558,1680739200000000000,2023-05-13,Philippines,Business,Berlin,4,2023,Spring,37,3,0,Q2,37
VISA-0003559,1712016000000000000,2024-05-02,France,Business,Dubai,4,2024,Spring,30,1,0,Q2,30
VISA-0003560,1752883200000000000,2025-09-07,Kenya,Dependent,Ottawa,7,2025,Summer,50,5,1,Q3,50
VISA-0003561,1626998400000000000,2021-09-10,Germany,Tourist,New Delhi,7,2021,Summer,49,4,1,Q3,49
VISA-0003562,1655942400000000000,2022-08-26,China,Student,Chennai,6,2022,Summer,64,3,1,Q2,64
VISA-0003563,1764720000000000000,2026-01-20,Nigeria,Business,New Delhi,12,2025,Winter,48,2,1,Q4,48
VISA-0003564,1699142400000000000,2023-12-09,Germany,Tourist,Sydney,11,2023,Autumn,34,6,0,Q4,34
VISA-0003565,1648598400000000000,2022-05-10,Bangladesh,Business,London,3,2022,Spring,41,2,0,Q1,41
VISA-0003566,1655078400000000000,2022-07-22,Philippines,Tourist,New Delhi,6,2022,Summer,39,0,1,Q2,39
