case_year	case_status	emp_name	emp_city	emp_state	emp_zip	emp_country	job_title	soc_code	soc_name	full_time_position	prevailing_wage	pw_unit	pw_level	wage_from	wage_to	wage_unit	work_city	work_state	emp_h1b_dependent	emp_willful_violator	lat	lng	processing_time
2015	C	ALPHA NET CONSULTING LLC	SANTA CLARA	CA	95054	USA	SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	85322	Y	Level II	90000		Y	SANTA CLARA	CA	Y	N	37.354107	-121.95524	6
2012	C	CISCO SYSTEMS, INC.	SAN JOSE	CA	95134		CUSTOMER SUPPORT ENGINEER	15-1150	COMPUTER SUPPORT SPECIALISTS	Y	67600	Y		80800	134700	Y	RICHARDSON	TX			32.948177	-96.72972	7
2016	C	KENT STATE UNIVERSITY	KENT	OH	44242	USA	POSTDOCTORAL RESEARCH ASSOCIATE	19-2043	HYDROLOGISTS		55349	Y		55349	0	Y	KENT	OH	N	N	41.153667	-81.35789	6
2014	C	EZ2 TECHNOLOGIES, INC.	HOUSTON	TX	77077		PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	58157	Y		60000		Y	TAMPA	FL			27.947521	-82.45843	6
2014	C	AKER SOLUTIONS, INC.	HOUSTON	TX	77042		STRUCTURAL ENGINEER	17-2121	MARINE ENGINEERS AND NAVAL ARCHITECTS	Y	65083	Y		70040	82005	Y	HOUSTON	TX			29.763283	-95.36327	4
2014	C	SCHLUMBERGER TECHNOLOGY CORPORATION	HOUSTON	TX	77042		PLANNER	17-2112	INDUSTRIAL ENGINEERS	Y	57824	Y		73154	74230	Y	TULSA	OK			36.15793	-96.016556	4
2015	C	SYNTEC SEATING SOLUTIONS, LLC	HIGH POINT	NC	27263	USA	TEST ENGINEER	17-2199	ENGINEERS, ALL OTHER	Y	48152	Y	Level I	55940		Y	HIGH POINT	NC	N	N	35.955692	-80.00532	6
2016	C	UNIVERSITY OF MINNESOTA	MINNEAPOLIS	MN	55455	USA	RESEARCHER 5	19-2031	CHEMISTS		40373	Y		45943	0	Y	AUSTIN	MN	N	N	43.66663	-92.97464	7
2016	D	THE MAGNOLIA SCHOOL LLC DBA THE MAGNOLIA SCHOOL	AUSTIN	TX	78734	USA	BEHAVIOR TECHNICIAN	25-2059	SPECIAL EDUCATION TEACHERS, ALL OTHER		44000	Y		44000	0	Y	AUSTIN	TX	N	N	30.267153	-97.74306	5
2015	C	DELTA CHARTER SCHOOL	TRACY	CA	95304	USA	EDUCATIONAL COORDINATOR/TEACHER	25-2031	SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND CARE	Y	66520	Y	Level III	66520	75620	Y	TRACY	CA	N	N	37.73965	-121.425224	6
2013	C	SOCIETY CONSULTING	BELLEVUE	WA	98004		SOFTWARE DEVELOPMENT ENGINEER IN TEST	15-1799	COMPUTER OCCUPATIONS, ALL OTHER	Y	85738	Y		97000		Y	BELLEVUE	WA			47.61038	-122.200676	6
2012	C	ETOUCH SYSTEMS CORPORATION	FREMONT	CA	94555		SOFTWARE CONSULTANT	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	92019	Y		108178		Y	MENLO PARK	CA			37.453827	-122.18219	6
2014	C	IGATE TECHNOLOGIES INC.	FREMONT	CA	94555		SYSTEMS ENGINEER	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS	Y	58802	Y		60000		Y	READING	PA			40.335648	-75.92687	6
2015	C	Z2 SYSTEMS, INC.	CHICAGO	IL	60607	USA	COMPUTER PROGRAMMER	15-1131	COMPUTER PROGRAMMERS	Y	49774	Y	Level I	55000		Y	CHICAGO	IL	N	N	41.850033	-87.650055	9
2017	C	BUILDSIMHUB INC.	PITTSBURGH	PA	15213	USA	CHIEF TECHNOLOGY OFFICER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	64126	Y	Level II	64126	0	Y	PITTSBURGH	PA	N	N	40.440624	-79.99589	4
2011	C	NYX, INC.	LIVONIA	MI	48150		MECHANICAL ENGINEER	17-2141	MECHANICAL ENGINEERS	Y	67912	Y		67912	67912	Y	LIVONIA	MI			42.36837	-83.35271	6
2015	C	UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER	OKLAHOMA CITY	OK	73104	USA	RESEARCH BIOSTATISTICIAN	15-2041	STATISTICIANS	N	22.59	H	Level I	26.75		H	OKLAHOMA CITY	OK	N	N	35.471508	-97.54021	7
2011	C	EQUATOR, LLC	LOS ANGELES	CA	90045		SR. COLDFUSION DEVELOPER	15-1021.00	COMPUTER PROGRAMMERS	Y	81370	Y		113000		Y	LOS ANGELES	CA			34.052235	-118.24368	6
2016	C	ASURION, LLC	NASHVILLE	TN	37211	USA	SR. MANAGER, ANALYTICS	15-2031	OPERATIONS RESEARCH ANALYSTS		54600	Y		120000	0	Y	NASHVILLE	TN	N	N	36.16589	-86.78445	4
2012	C	IVYMEDIA CORPORATION	CAMBRIDGE	MA	2140		BUSINESS OPERATIONS SPECIALIST	13-1199	BUSINESS OPERATIONS SPECIALISTS, ALL OTHER*	N	22.68	H		23		H	CAMBRIDGE	MA			42.375095	-71.105606	6
2015	C	UNIVERSITY OF KENTUCKY	LEXINGTON	KY	40506	USA	POST-DOCTORAL SCHOLAR	17-3023	ELECTRICAL AND ELECTRONICS ENGINEERING TECHNICIANS	Y	35443	Y	Level I	36000		Y	LEXINGTON	KY	N	N	38.0498	-84.45855	6
2011	C	QUID INC.	SAN FRANCISCO	CA	94111		SENIOR SOFTWARE ENGINEER, BACK END RUBY ON RAILS	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	76918	Y		131000		Y	SAN FRANCISCO	CA			37.77493	-122.41942	6
2014	C	ANJANI ETECH SOLUTIONS, INC	STERLING HEIGHTS	MI	48310		COMPUTER SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	74298	Y		80000		Y	HILLSBORO	OR			45.522892	-122.98983	6
2014	C	SAGE IT, INC.	FRISCO	TX	75034		HEALTHARE SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	57346	Y		60000		Y	FRISCO	TX			33.150673	-96.82361	4
2012	C	MERCK & CO., INC.	WHITEHOUSE STATION	NJ	8889		PRINCIPAL SCIENTIST - BIOLOGY DISCOVERY	19-1021	BIOCHEMISTS AND BIOPHYSICISTS	Y	109949	Y		109949		Y	RAHWAY	NJ			40.60816	-74.27765	6
2012	C	HSBC BANK USA, N.A.	BUFFALO	NY	14203		FINANCIAL ANALYST (S)	13-2051.00	FINANCIAL ANALYSTS	Y	63544	Y		71800		Y	BUFFALO	NY			42.886448	-78.87837	6
2013	C	PALVAI GLOBAL SERVICES INC	PISCATAWAY	NJ	8854		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	41829	Y		60000		Y	MONROEVILLE	PA			40.42118	-79.7881	6
2016	C	BA TECHNOLINKS CORP	SANTA CLARA	CA	95054	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS		54725	Y		54725	60000	Y	WAYNE	PA	Y	N	40.044	-75.38769	4
2014	C	QUALCOMM TECHNOLOGIES, INC.	SAN DIEGO	CA	92121		SENIOR SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	110094.4	Y		110094.4	133400	Y	SAN JOSE	CA			37.339386	-121.89496	6
2016	C	GOLDMAN, SACHS & CO.	JERSEY CITY	NJ	7302	USA	ASSOCIATE	13-2011	ACCOUNTANTS AND AUDITORS		45781	Y		58200	0	Y	SALT LAKE CITY	UT	N	N	40.76078	-111.891045	6
2014	C	TATA CONSULTANCY SERVICES LIMITED	ROCKVILLE	MD	20850		COMPUTER SYSTEMS ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	65146	Y		83000		Y	PENNINGTON	NJ			40.32844	-74.79072	6
2013	C	HARRIS FARMS, INC.	COALINGA	CA	93210		EQUINE BREEDER/VETERINARY	19-4011	AGRICULTURAL AND FOOD SCIENCE TECHNICIANS	Y	29682	Y		30000		Y	COALINGA	CA			36.13968	-120.36015	5
2016	C	PROFICIENT BUSINESS SYSTEMS, INC.	DULUTH	GA	30096	USA	PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS		47861	Y		47861	0	Y	MADISON	WI	Y	N	43.07305	-89.40123	6
2017	C	GLOBAL BRIDGE INFOTECH INC,.	IRVING	TX	75038		COMPUTER SYSTEM ADMINISTRATOR	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS	Y	79685	Y		80000	0	Y	BELLEVUE	WA	Y	N	47.61038	-122.200676	6
2011	C	JPMORGAN CHASE & CO	CHICAGO	IL	60603		APPLICATIONS DEVELOPER	15-1031.00	COMPUTER SOFTWARE ENGINEERS, APPLICATIONS	Y	85530	Y		86000	110000	Y	NEW YORK	NY			40.761494	-73.98143	7
2013	C	LACERTA SOLUTIONS, LLC	CHICAGO	IL	60607		SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS	15-1799	COMPUTER OCCUPATIONS, ALL OTHER	Y	41766	Y		50000		Y	CHICAGO	IL			41.850033	-87.650055	4
2013	C	NAVISTAR, INC.	LISLE	IL	60532		PRODUCT DEVELOPMENT ENGINEER, TEAM LEAD	17-2141	MECHANICAL ENGINEERS	Y	67288	Y		67289	85351	Y	LISLE	IL			41.80114	-88.07479	7
2016	C	VERIZON DATA SERVICES LLC	IRVING	TX	75038	USA	MEMBER TECHNICAL STAFF CONSULTANT-SYS ENGRG (LEAD SYS CSLT)	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		95700	Y		101675	0	Y	ASHBURN	VA	N	N	39.04372	-77.48749	4
2012	C	NTT DATA, INC. (FORMERLY KEANE INC.)	BOSTON	MA	2129		SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	80000	Y		80000	120000	Y	BLOOMINGTON	IL			40.484203	-88.99369	4
2013	C	SHIBRAM BANERJEE, INC. DBA PACIFIC DATA	ROSEVILLE	CA	95747		SENIOR SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	105082	Y		120000		Y	ROSEVILLE	CA			38.752125	-121.28801	6
2017	CW	SIRI SOFTWARE SOLUTIONS, LLC	PISCATAWAY	NJ	8854		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	74277	Y		80000	0	Y	PISCATAWAY	NJ	Y	N	40.49927	-74.39904	7
2015	W	CYBAGE SOFTWARE INC	REDMOND	WA	98052	USA	SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	60091	Y	Level I	78000		Y	HOUSTON	TX	Y	N	29.763283	-95.36327	4
2017	C	ROSS ARONSTAM & MORITZ LLP	WILMINGTON	DE	19801	USA	LITIGATION PARALEGAL	23-2011	PARALEGALS AND LEGAL ASSISTANTS	Y	45000	Y	Level II	45000	0	Y	WILMINGTON	DE	N	N	39.745945	-75.54659	6
2016	C	COSPIRA TECHNOLOGIES LLC	EXTON	PA	19341	USA	PROGRAMMER / ANALYST	15-1131	COMPUTER PROGRAMMERS		54725	Y		60000	0	Y	EXTON	PA	N	N	40.028996	-75.620766	6
2013	C	HUMETIS TECHNOLOGIES, INC.	NORTH BRUNSWICK	NJ	8902		SYSTEM ADMINISTRATION CONSULTANT	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS	Y	39.24	H		50		H	SAN JOSE	CA			37.339386	-121.89496	4
2016	C	APPLIED MATERIALS, INC.	SANTA CLARA	CA	95054	USA	APPLICATION ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		88332	Y		88332	0	Y	SANTA CLARA	CA	N	N	37.354107	-121.95524	6
2014	C	INFOSYS LIMITED	PLANO	TX	75024		TECHNOLOGY ANALYST - US	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	29.66	H		34.36		H	CUPERTINO	CA			37.322998	-122.03218	14
2017	C	UNIVERSITY OF MICHIGAN	ANN ARBOR	MI	48109-1316		ASSISTANT PROFESSOR	25-1042	BIOLOGICAL SCIENCE TEACHERS, POSTSECONDARY	Y	64072	Y		83000	0	Y	ANN ARBOR	MI	N	N	42.27087	-83.726326	6
2015	C	ADEPT GROUP LLC	BETHLEHEM	PA	18018	USA	PACKAGING ENGINEER-1	17-2112	INDUSTRIAL ENGINEERS	Y	59155	Y	Level I	60000		Y	BETHLEHEM	PA	N	N	40.62593	-75.37046	4
2015	C	TATA CONSULTANCY SERVICES LIMITED	ROCKVILLE	MD	20850	USA	DEVELOPER	15-1131	COMPUTER PROGRAMMERS	Y	54579	Y	Level II	62600		Y	CARMEL	IN	Y	N	39.97837	-86.11804	7
2015	C	SOFTWARE GLOBAL LTD.	AUSTIN	TX	78704	USA	SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	N	24.77	H	Level I	29		H	AUSTIN	TX	Y	N	30.267153	-97.74306	4
2012	C	SOFTSOL RESOURCES INC.	FREMONT	CA	94538		DATA ARCHITECT	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	76690	Y		77000		Y	SAN FRANCISCO	CA			37.77493	-122.41942	6
2015	C	ISO CORP INC.	OCALA	FL	34480	USA	SAP ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	47091	Y	Level II	55000		Y	OCALA	FL	N	N	29.187199	-82.14009	6
2016	C	VIRTUE GROUP LLC	ALPHARETTA	GA	30022	USA	SOFTWARE ENGINEER	15-1131	COMPUTER PROGRAMMERS		51730	Y		60000	0	Y	SOMERSET	NJ	Y	N	40.497604	-74.48849	6
2014	C	SIRI INFOSOLUTIONS INC.	EDISON	NJ	8817		DATABASE ADMINISTRATOR	15-1141	DATABASE ADMINISTRATORS	Y	54933	Y		72000		Y	NEW YORK	NY			40.761494	-73.98143	5
2012	C	CLARK ATLANTA UNIVERSITY	ATLANTA	GA	30314		POST DOCTORAL RESEARCH ASSOCIATE	19-1042	MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS	Y	36026	Y		38955		Y	ATLANTA	GA			33.748997	-84.387985	6
2016	C	VIRTUSA CORPORATION	WESTBOROUGH	MA	1581	USA	ARCHITECT	15-1199	COMPUTER OCCUPATIONS, ALL OTHER		84843	Y		137200	0	Y	NEW YORK	NY	Y	N	40.761494	-73.98143	6
2012	C	DELOITTE & TOUCHE LLP	PHILADELPHIA	PA	19103		ERS SENIOR CONSULTANT	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	62130	Y		63800		Y	WELLINGTON	FL			26.658678	-80.24143	6
2015	C	LARSEN & TOUBRO INFOTECH LIMITED	EDISON	NJ	8817	USA	SENIOR TECHNICAL CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	73008	Y	Level II	95000		Y	AMELIA	OH	Y	N	39.028397	-84.21771	4
2013	C	INFOSYS LIMITED	PLANO	TX	75024		TECHNOLOGY ANALYST - US	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	47216	Y		65631		Y	GLENVIEW	IL			42.06975	-87.78784	4
2016	C	G-TECH SERVICES, INC.	DEARBORN	MI	48126	USA	TEST ENGINEER	17-2141	MECHANICAL ENGINEERS		32.96	H		33.5	0	H	DEARBORN	MI	N	N	42.322258	-83.176315	6
2011	C	SCANDINAVIAN BOILER SERVICE, INC.	FORT LAUDERDALE	FL	33316		MARINE ENGINEER	17-2121	MARINE ENGINEERS AND NAVAL ARCHITECTS	Y	54163	Y		81000		Y	FORT LAUDERDALE	FL			26.122309	-80.14338	7
2011	C	IBM CORPORATION	RTP	NC	27709		MANAGING CONSULTANT	13-1111	MANAGEMENT ANALYSTS	Y	47362	Y		110000.4	110000.4	Y	WAUKEGAN	IL			42.363632	-87.844795	6
2011	C	IGATE GLOBAL SOLUTIONS, AN IGATE COMPANY	FREMONT	CA	94555		SYSTEMS ANALYST II	15-1051.00	COMPUTER SYSTEMS ANALYSTS	Y	63170	Y		63200	77800	Y	GLEN ALLEN	VA			37.665977	-77.50637	6
2012	C	DEUTSCHE BANK NEW YORK BRANCH	NEW YORK	NY	10005		ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	74422	Y		75000		Y	NEW YORK	NY			40.761494	-73.98143	6
2015	C	MANAGEMENT HEALTH SYSTEMS, INC.	SUNRISE	FL	33323	USA	PHYSICAL THERAPIST	29-1123	PHYSICAL THERAPISTS	Y	23.82	H	Level I	23.82		H	ROBINSON	IL	Y	N	39.00532	-87.7392	4
2014	C	LARSEN & TOUBRO INFOTECH LIMITED	EDISON	NJ	8817		COMPUTER SYSTEMS ENGINEER	15-1199.02		Y	62670	Y		65658		Y	PARSIPPANY	NJ			40.857876	-74.42599	6
2016	C	WIPRO LIMITED	EAST BRUNSWICK	NJ	8816	USA	LEAD ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER		60000	Y		60000	0	Y	PRESCOTT	AZ	Y	N	34.540024	-112.468506	5
2014	C	OCCIDENTAL OIL AND GAS CORPORATION	HOUSTON	TX	77046		SR. RESERVOIR ENGINEER	17-2171	PETROLEUM ENGINEERS	Y	124238	Y		127700		Y	HOUSTON	TX			29.763283	-95.36327	6
2011	C	AMERICAN GENERAL LIFE COMPANIES, LLC	HOUSTON	TX	77019		ACTUARIAL ASSOCIATE	15-2011.00	ACTUARIES	Y	56784	Y		65700		Y	NEW YORK	NY			40.761494	-73.98143	4
2015	C	EBAY INC.	SAN JOSE	CA	95125	USA	BUSINESS ANALYTICS 3	13-2051	FINANCIAL ANALYSTS	Y	83554	Y	Level III	111297		Y	BELLEVUE	WA	N	N	47.61038	-122.200676	6
2015	C	MEDICAL UNIVERSITY OF SOUTH CAROLINA	CHARLESTON	SC	29425	USA	POSTDOCTORAL SCHOLAR	19-1042	MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS	Y	40706	Y	Level I	47802		Y	CHARLESTON	SC	N	N	32.776566	-79.93092	8
2017	C	TEKFORCE CORP	SAN RAMON	CA	94583		SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	87506	Y		87550	0	Y	FREMONT	CA	Y	N	37.54827	-121.98857	4
2016	C	HCL AMERICA, INC.	SUNNYVALE	CA	94085	USA	SYSTEMS ANALYST - I	15-1121	COMPUTER SYSTEMS ANALYSTS		68411	Y		68411	0	Y	BOTHELL	WA	Y	N	47.76232	-122.20541	6
2011	C	FIRST TEK, INC.	PISCATAWAY	NJ	8854		PROGRAMMER ANALYST	15-1021.00	COMPUTER PROGRAMMERS	Y	45365	Y		48000		Y	AMELIA	OH			39.028397	-84.21771	6
2016	C	NORTH SHORE HOTEL MANAGEMENT, LLC	GLEN COVE	NY	11542	USA	EVENT PLANNER	13-1121	MEETING, CONVENTION, AND EVENT PLANNERS		49026	Y		54517	0	Y	GLEN COVE	NY	N	N	40.86232	-73.633736	6
2017	D	IQ SPECTRA INC	FARMINGTON HILLS	MI	48335		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	64979	Y		60000	0	Y	CHICAGO	IL	Y	N	41.850033	-87.650055	7
2016	C	MICROSOFT CORPORATION	REDMOND	WA	98052	USA	SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		117458	Y		137209	0	Y	REDMOND	WA	N	N	47.67399	-122.12151	6
2016	C	BANK OF AMERICA N.A.	NEW YORK	NY	10020	USA	OFFICER; TECH PROG ASSOCIATE	15-1121	COMPUTER SYSTEMS ANALYSTS		69971	Y		88000	108000	Y	CHICAGO	IL	N	N	41.850033	-87.650055	6
2017	C	DIVERSANT LLC	RED BANK	NJ	7701		SALESFORCE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	40.13	H		41	70	H	CHARLOTTE	NC	Y	N	35.227085	-80.843124	4
2014	C	DELOITTE CONSULTING LLP	PHILADELPHIA	PA	19103		SENIOR CONSULTANT	13-2051	FINANCIAL ANALYSTS	Y	66664	Y		111300		Y	HIALEAH	FL			25.857595	-80.27811	10
2015	C	NURIX, INC.	SAN FRANCISCO	CA	94158	USA	SCIENTIST	19-1021	BIOCHEMISTS AND BIOPHYSICISTS	Y	92955	Y	Level II	96000	96000	Y	SAN FRANCISCO	CA	N	N	37.77493	-122.41942	6
2014	C	QUANTUM VISION, LLC	GAITHERSBURG	MD	20879		SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	63336	Y		63400		Y	FAIRFAX	VA			38.846222	-77.30637	5
2015	C	KEYMARK, INC.	LIBERTY	SC	29657	USA	FINANCIAL ANALYST	13-2051	FINANCIAL ANALYSTS	Y	58718	Y	Level II	58718	65000	Y	LIBERTY	SC	N	N	34.78789	-82.69236	6
2017	C	THE TRUSTEES OF PRINCETON UNIVERSITY	PRINCETON	NJ	8544	USA	RESEARCH SPECIALIST I	19-4031	CHEMICAL TECHNICIANS	Y	39042	Y	Level I	39042	0	Y	PRINCETON	NJ	N	N	40.348717	-74.65905	6
2017	C	EXPRESS, LLC	COLUMBUS	OH	43230	USA	BUSINESS DATA CONSULTANT	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	69493	Y	Level II	76500	0	Y	COLUMBUS	OH	N	N	39.961174	-82.998795	6
2014	C	SAMSUNG ELECTRO MECHANICS AMERICA, INC.	IRVINE	CA	92612		SENIOR ENGINEER	17-2061	COMPUTER HARDWARE ENGINEERS	Y	94349	Y		100000		Y	BELLEVUE	WA			47.61038	-122.200676	6
2015	W	COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION	COLLEGE STATION	TX	77845	USA	SYSTEMS ANALYST - JC65	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	55598	Y	Level I	60000		Y	COLUMBUS	OH	Y	N	39.961174	-82.998795	8
2016	C	CAPGEMINI U.S. LLC	CHICAGO	IL	60606	USA	MANAGER (SENIOR APPLICATIONS CONSULTANT)	15-1131	COMPUTER PROGRAMMERS		107973	Y		107973	140000	Y	BLOOMFIELD	NJ	Y	N	40.806767	-74.185425	7
2016	C	LERA TECHNOLOGIES LLC	CARROLLTON	TX	75006	USA	SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		65042	Y		66000	0	Y	CARROLLTON	TX	N	N	32.953735	-96.89028	5
2015	C	ARGUS HEALTH SYSTEMS, INC.	KANSAS CITY	MO	64105	USA	SR. SOFTWARE ENGINEER	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	79290	Y	Level III	79290	145350	Y	KANSAS CITY	MO	N	N	39.099728	-94.57857	6
2012	C	IBM INDIA PRIVATE LIMITED	RTP	NC	27709		IT SPECIALIST	15-1131	COMPUTER PROGRAMMERS	Y	53498	Y		58200	61200	Y	WESTFIELD CENTER	OH			41.026443	-81.9332	7
2017	W	NETLOGIC SOLUTIONS INC	CHANTILLY	VA	20151		PRODUCTION SUPPORT SPECIALIST	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	69826	Y		80000	0	Y	WILLIAMSVILLE	NY	Y	N	42.963947	-78.73781	5
2015	C	DELOITTE CONSULTING LLP	PHILADELPHIA	PA	19103	USA	CONSULTANT	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	67288	Y	Level I	68500	110000	Y	CHICAGO	IL	N	N	41.850033	-87.650055	6
2015	C	WIPRO LIMITED	EAST BRUNSWICK	NJ	8816	USA	TEST ENGINEER LEVEL 1	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	60528	Y	Level I	60528		Y	PALO ALTO	CA	Y	N	37.441883	-122.14302	4
2017	C	IBM INDIA PRIVATE LIMITED	DURHAM	NC	27709		SENIOR ADVISORY CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	78957	Y		91650	0	Y	MOUNDS VIEW	MN	N	N	45.104965	-93.20856	4
2016	C	ETEST IT, INC.	CHICAGO	IL	60606	USA	JAVA DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		68931	Y		80000	0	Y	CHICAGO	IL	Y	N	41.850033	-87.650055	6
2016	C	THE ADVISORY BOARD COMPANY	WASHINGTON	DC	20037	USA	BUSINESS ANALYST	13-1111	MANAGEMENT ANALYSTS		64189	Y		75000	0	Y	WASHINGTON	DC	N	N	38.89511	-77.03637	4
2013	C	ARISTA NETWORKS, INC.	SANTA CLARA	CA	95054		SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	107851	Y		120000		Y	SANTA CLARA	CA			37.354107	-121.95524	4
2017	C	IT AMERICA INC	EDISON	NJ	8817	USA	QUALITY CONTROL ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	55931	Y	Level I	62000	0	Y	COLUMBUS	OH	Y	N	39.961174	-82.998795	4
2016	C	CITADEL LLC	CHICAGO	IL	60603	USA	INDUSTRIALS ANALYST	15-2031	OPERATIONS RESEARCH ANALYSTS		61818	Y		210000	0	Y	NEW YORK	NY	N	N	40.761494	-73.98143	6
2017	C	TRUST MANAGEMENT NETWORK, LLC	DALLAS	TX	75206	USA	SECURITIES OPERATIONS ANALYST	15-2031	OPERATIONS RESEARCH ANALYSTS	Y	54059	Y	Level I	54500	0	Y	DALLAS	TX	N	N	32.783054	-96.80666	6
2017	C	QORVO US, INC.	GREENSBORO	NC	27409		PRODUCT MARKETING MANAGER (PMM)	Nov-21	MARKETING MANAGERS	Y	90189	Y		90189	94806	Y	APOPKA	FL	N	N	28.680553	-81.509514	6
2017	C	CLEVELAND CLINIC	CLEVELAND	OH	44195	USA	ASSOCIATE STAFF	29-1069	PHYSICIANS AND SURGEONS, ALL OTHER	Y	309012	Y		420000	0	Y	MANSFIELD	OH	N	N	40.75839	-82.51545	4
2014	W	THOUGHTWORKS, INC.	CHICAGO	IL	60601		SOFTWARE DEVELOPERS, APPLICATIONS	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	76357	Y		76773		Y	CHICAGO	IL			41.850033	-87.650055	2
2014	C	BANK OF THE WEST	SAN RAMON	CA	94583		FINANCIAL ANALYST II	13-2051	FINANCIAL ANALYSTS	Y	82618	Y		85000		Y	SAN RAMON	CA			37.779926	-121.97801	6
2012	C	TLC SKILLED HEALTH CARE PROVIDERS	LOS ANGELES	CA	90010		FINANCIAL ANALYST	13-2051	FINANCIAL ANALYSTS	N	25	H		25		H	LOS ANGELES	CA			34.052235	-118.24368	4
2016	C	ARTERIS INC.	CAMPBELL	CA	95008	USA	HARDWARE DESIGN ENGINEER	17-2072	ELECTRONICS ENGINEERS, EXCEPT COMPUTER		131955	Y		140000	0	Y	CAMPBELL	CA	N	N	37.287167	-121.94996	6
2017	W	VALOREM CONSULTING GROUP LLC	KANSAS CITY	MO	64108	USA	ENTERPRISE IT ADMINISTRATOR	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS	Y	88026	Y	Level IV	92030	0	Y	SEATTLE	WA	N	N	47.60621	-122.33207	0
2015	C	SPERIDIAN TECHNOLOGIES, LLC	ALBUQUERQUE	NM	87106	USA	SENIOR SIEBEL CONSULTANT	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	79498	Y	Level III	111151		Y	MIAMI	FL	Y	N	25.774265	-80.19366	6
2013	CW	POPULUS GROUP	TROY	MI	48083		SOFTWARE APPLICATION ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	35.06	H		45		H	GAINESVILLE	FL			29.651634	-82.32483	13
