case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position,processing_time,season
C,2022-03-16,2022-04-23,POTOMAC SERVICE CENTER,INDIA,29.0,MASTER'S,APPLICATIONS DEVELOPER - I,ENGINEERING,68827.0,MEDIUM,Y,38,Spring
C,2022-03-05,2022-04-04,POTOMAC SERVICE CENTER,SOUTH KOREA,47.0,MASTER'S,VICE PRESIDENT,IT,103854.0,HIGH,Y,30,Spring
C,2022-01-05,2022-02-05,POTOMAC SERVICE CENTER,INDIA,59.0,DOCTORATE,PROGRAMMER ANALYST,ENGINEERING,46301.0,LOW,Y,31,Winter
C,2022-08-10,2022-09-15,POTOMAC SERVICE CENTER,INDIA,45.0,BACHELOR'S,"VICE PRESIDENT, TECH MANAGER - APPS PROG",IT,95160.0,MEDIUM,Y,36,Summer
C,2022-12-27,2023-01-19,TEXAS SERVICE CENTER,INDIA,49.0,MASTER'S,MICROSOFT BI - II,ENGINEERING,79498.0,MEDIUM,Y,23,Winter
CW,2022-06-13,2022-07-20,POTOMAC SERVICE CENTER,INDIA,41.0,MASTER'S,ORACLE DATABASE DEVELOPER,IT,90646.0,MEDIUM,N,37,Summer
C,2022-04-05,2022-05-11,POTOMAC SERVICE CENTER,INDIA,53.0,BACHELOR'S,ARCHITECT,IT,90646.0,MEDIUM,Y,36,Spring
CW,2022-09-13,2022-10-05,TEXAS SERVICE CENTER,INDIA,33.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,46301.0,LOW,Y,22,Fall
CW,2022-10-10,2022-11-05,VERMONT SERVICE CENTER,INDIA,44.0,MASTER'S,TECHNICAL LEAD,ENGINEERING,96678.0,MEDIUM,Y,26,Fall
C,2022-06-15,2022-06-27,TEXAS SERVICE CENTER,INDIA,54.0,MASTER'S,JAVA DEVELOPER - I,MEDICAL,68827.0,MEDIUM,N,12,Summer
C,2022-09-29,2022-10-15,TEXAS SERVICE CENTER,INDIA,53.0,BACHELOR'S,PEGA ARCHITECT,ENGINEERING,64938.0,MEDIUM,Y,16,Fall
C,2022-12-17,2023-01-30,VERMONT SERVICE CENTER,INDIA,40.0,MASTER'S,BUSINESS ANALYST - I,OTHER,62754.0,MEDIUM,Y,44,Winter
C,2022-08-31,2022-10-13,NEBRASKA SERVICE CENTER,INDIA,25.0,BACHELOR'S,PEGA ARCHITECT,FINANCE,64938.0,MEDIUM,Y,43,Summer
CW,2022-05-29,2022-06-15,POTOMAC SERVICE CENTER,INDIA,41.0,DOCTORATE,IT PROJECT MANAGER AND DELIVERY MANAGER,IT,81515.0,MEDIUM,Y,17,Spring
C,2022-03-10,2022-03-21,POTOMAC SERVICE CENTER,INDIA,25.0,BACHELOR'S,DEVELOPER,IT,67891.0,MEDIUM,Y,11,Spring
C,2022-10-05,2022-11-05,POTOMAC SERVICE CENTER,INDIA,41.0,MASTER'S,ASSOCIATE SPECIALIST-TECHNOLOGY/SOFTWARE DEVELOPER,OTHER,101566.0,HIGH,N,31,Fall
C,2022-08-26,2022-10-05,POTOMAC SERVICE CENTER,INDIA,55.0,BACHELOR'S,"ENGINEER II, RM & CM",FINANCE,87651.0,MEDIUM,Y,40,Summer
C,2022-04-05,2022-04-22,POTOMAC SERVICE CENTER,INDIA,24.0,MASTER'S,SOLUTION ARCHITECT,EDUCATION,101566.0,HIGH,Y,17,Spring
C,2022-02-24,2022-04-08,CALIFORNIA SERVICE CENTER,INDIA,41.0,BACHELOR'S,LEAD-QUALITY CONTROL/QUALITY ASSURANCE ANALYST,ENGINEERING,76586.0,MEDIUM,Y,43,Winter
C,2022-03-02,2022-03-23,POTOMAC SERVICE CENTER,INDIA,47.0,MASTER'S,SOFTWARE DEVELOPER,EDUCATION,68827.0,MEDIUM,Y,21,Spring
C,2022-07-10,2022-08-05,NEBRASKA SERVICE CENTER,INDIA,26.0,MASTER'S,TECHNICAL SALES SUPPORT SPECIALIST,IT,93683.0,MEDIUM,Y,26,Summer
C,2022-01-29,2022-03-18,NEBRASKA SERVICE CENTER,INDIA,32.0,MASTER'S,DATA SCIENTIST,EDUCATION,49088.0,LOW,Y,48,Winter
W,2022-05-17,2022-07-03,CALIFORNIA SERVICE CENTER,MEXICO,44.0,MASTER'S,SENIOR HADOOP ADMINISTRATOR,IT,86819.0,MEDIUM,N,47,Spring
C,2022-01-23,2022-03-08,POTOMAC SERVICE CENTER,CHINA,55.0,MASTER'S,TECHNICAL SALES SUPPORT SPECIALIST,IT,71386.0,MEDIUM,Y,44,Winter
C,2022-05-17,2022-05-30,TEXAS SERVICE CENTER,INDIA,31.0,MASTER'S,DEVELOPER II,MEDICAL,90646.0,MEDIUM,Y,13,Spring
C,2022-07-13,2022-08-05,CALIFORNIA SERVICE CENTER,INDIA,38.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,23,Summer
C,2022-09-15,2022-10-11,POTOMAC SERVICE CENTER,INDIA,41.0,MASTER'S,ACCOUNTING ANALYST,ENGINEERING,47715.0,LOW,Y,26,Fall
C,2022-09-10,2022-10-02,POTOMAC SERVICE CENTER,SOUTH KOREA,53.0,DOCTORATE,MANAGER,OTHER,101566.0,HIGH,Y,22,Fall
C,2022-12-29,2023-01-09,TEXAS SERVICE CENTER,INDIA,34.0,MASTER'S,SECURITY ENGINEER,ENGINEERING,71386.0,MEDIUM,Y,11,Winter
C,2022-04-06,2022-05-26,TEXAS SERVICE CENTER,SOUTH KOREA,50.0,MASTER'S,TECHNOLOGY OPERATIONS MANAGER,IT,103854.0,HIGH,Y,50,Spring
C,2022-11-29,2023-01-17,POTOMAC SERVICE CENTER,CANADA,36.0,MASTER'S,BI CONSULTANT II,MEDICAL,101566.0,HIGH,Y,49,Fall
C,2022-04-20,2022-05-28,NEBRASKA SERVICE CENTER,INDIA,41.0,BACHELOR'S,APPLICATION PROGRAMMER SPECIALIST,OTHER,85197.0,MEDIUM,Y,38,Spring
C,2022-07-08,2022-08-04,POTOMAC SERVICE CENTER,CHINA,28.0,MASTER'S,APPLICATION ARCHITECT,MEDICAL,40.96,LOW,Y,27,Summer
CW,2022-06-11,2022-07-11,CALIFORNIA SERVICE CENTER,CHINA,26.0,MASTER'S,INFORMATION SECURITY ANALYST,EDUCATION,77605.0,MEDIUM,Y,30,Summer
C,2022-01-17,2022-02-15,POTOMAC SERVICE CENTER,INDIA,22.0,MASTER'S,SOFTWARE DEVELOPER,IT,117936.0,HIGH,Y,29,Winter
C,2022-05-31,2022-06-29,CALIFORNIA SERVICE CENTER,CHINA,31.0,MASTER'S,PROGRAMMER ANALYST,IT,70554.0,MEDIUM,Y,29,Spring
C,2022-03-17,2022-03-28,POTOMAC SERVICE CENTER,MEXICO,41.0,BACHELOR'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,Y,11,Spring
CW,2022-10-27,2022-12-04,NEBRASKA SERVICE CENTER,INDIA,46.0,MASTER'S,IT PROJECT MANAGER AND DELIVERY MANAGER,IT,81515.0,MEDIUM,Y,38,Fall
C,2022-10-09,2022-10-31,CALIFORNIA SERVICE CENTER,INDIA,43.0,MASTER'S,SOFTWARE DEVELOPER,EDUCATION,85197.0,MEDIUM,Y,22,Fall
CW,2022-08-11,2022-09-11,CALIFORNIA SERVICE CENTER,INDIA,34.0,DOCTORATE,NETWORK AND COMPUTER SYSTEM ADMINISTRATOR,IT,72301.0,MEDIUM,Y,31,Summer
C,2022-05-06,2022-06-08,POTOMAC SERVICE CENTER,CHINA,24.0,BACHELOR'S,BUSINESS SYSTEMS ANALYST,FINANCE,60798.0,MEDIUM,Y,33,Spring
C,2022-01-01,2022-02-01,POTOMAC SERVICE CENTER,INDIA,40.0,BACHELOR'S,GRADUATE INTERN,IT,51688.0,LOW,Y,31,Winter
C,2022-04-01,2022-04-22,POTOMAC SERVICE CENTER,MEXICO,28.0,MASTER'S,TECHNICAL LEAD,IT,60798.0,MEDIUM,Y,21,Spring
C,2022-03-30,2022-04-21,CALIFORNIA SERVICE CENTER,INDIA,42.0,MASTER'S,PROGRAMMER ANALYST,FINANCE,62754.0,MEDIUM,Y,22,Spring
C,2022-11-11,2022-11-25,VERMONT SERVICE CENTER,CHINA,46.0,MASTER'S,COMPUTER PROGRAMMER,OTHER,67891.0,MEDIUM,Y,14,Fall
C,2022-07-31,2022-08-17,TEXAS SERVICE CENTER,INDIA,23.0,MASTER'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,N,17,Summer
C,2022-02-01,2022-02-28,POTOMAC SERVICE CENTER,INDIA,46.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,46301.0,LOW,Y,27,Winter
W,2022-01-20,2022-02-26,CALIFORNIA SERVICE CENTER,INDIA,31.0,BACHELOR'S,BI CONSULTANT- II,FINANCE,85197.0,MEDIUM,Y,37,Winter
C,2022-07-04,2022-08-29,CALIFORNIA SERVICE CENTER,INDIA,51.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT - I,ENGINEERING,68827.0,MEDIUM,Y,56,Summer
C,2022-05-28,2022-07-25,CALIFORNIA SERVICE CENTER,INDIA,28.0,DOCTORATE,PROGRAMMER ANALYST,MEDICAL,46301.0,LOW,Y,58,Spring
C,2022-03-15,2022-05-01,POTOMAC SERVICE CENTER,INDIA,26.0,BACHELOR'S,IT BUSINESS SYSTEM ANALYST,IT,62754.0,MEDIUM,Y,47,Spring
C,2022-03-22,2022-04-13,POTOMAC SERVICE CENTER,INDIA,59.0,MASTER'S,BUSINESS SYSTEMS ANALYST,IT,78957.0,MEDIUM,Y,22,Spring
C,2022-01-12,2022-03-11,CALIFORNIA SERVICE CENTER,INDIA,33.0,DOCTORATE,COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,FINANCE,79498.0,MEDIUM,Y,58,Winter
C,2022-11-09,2022-12-23,POTOMAC SERVICE CENTER,CHINA,59.0,BACHELOR'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,Y,44,Fall
C,2022-07-01,2022-08-03,POTOMAC SERVICE CENTER,INDIA,23.0,BACHELOR'S,SOFTWARE DEVELOPMENT ANALYST II,ENGINEERING,85197.0,MEDIUM,N,33,Summer
C,2022-03-24,2022-05-05,POTOMAC SERVICE CENTER,PHILIPPINES,57.0,BACHELOR'S,COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,ENGINEERING,79498.0,MEDIUM,Y,42,Spring
C,2022-07-19,2022-08-16,NEBRASKA SERVICE CENTER,PHILIPPINES,59.0,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,MEDICAL,62754.0,MEDIUM,Y,28,Summer
C,2022-03-26,2022-05-09,POTOMAC SERVICE CENTER,INDIA,56.0,MASTER'S,RADIO FREQUENCY NETWORK ENGINEER,EDUCATION,73050.0,MEDIUM,Y,44,Spring
C,2022-08-25,2022-10-12,VERMONT SERVICE CENTER,CANADA,41.0,BACHELOR'S,ASSOCIATE AUDITOR,IT,47715.0,LOW,Y,48,Summer
C,2022-02-18,2022-03-25,NEBRASKA SERVICE CENTER,INDIA,30.0,MASTER'S,ORACLE DBA - II,IT,71323.0,MEDIUM,Y,35,Winter
CW,2022-07-05,2022-07-19,POTOMAC SERVICE CENTER,INDIA,28.0,MASTER'S,DEVOPS ENGINEER,OTHER,85883.0,MEDIUM,Y,14,Summer
D,2022-08-19,2022-09-14,TEXAS SERVICE CENTER,INDIA,45.0,BACHELOR'S,PROJECT ENGINEER,FINANCE,62130.0,MEDIUM,Y,26,Summer
C,2022-04-16,2022-05-08,POTOMAC SERVICE CENTER,INDIA,50.0,MASTER'S,SENIOR SOFTWARE ENGINEER,IT,85197.0,MEDIUM,Y,22,Spring
C,2022-11-13,2022-12-14,NEBRASKA SERVICE CENTER,INDIA,28.0,DOCTORATE,ORACLE APPLICATIONS CONSULTANT - I,IT,68827.0,MEDIUM,Y,31,Fall
C,2022-12-05,2023-02-02,POTOMAC SERVICE CENTER,CHINA,58.0,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,IT,62754.0,MEDIUM,Y,59,Winter
C,2022-11-03,2022-11-28,CALIFORNIA SERVICE CENTER,INDIA,33.0,MASTER'S,PROGRAMMER ANALYST,IT,46301.0,LOW,Y,25,Fall
C,2022-01-28,2022-03-05,NEBRASKA SERVICE CENTER,CHINA,22.0,DOCTORATE,BUSINESS INTELLIGENCE DEVELOPER,IT,98176.0,MEDIUM,Y,36,Winter
C,2022-08-15,2022-09-07,TEXAS SERVICE CENTER,INDIA,57.0,BACHELOR'S,SALES ENGINEER,FINANCE,71386.0,MEDIUM,Y,23,Summer
C,2022-12-15,2023-01-27,CALIFORNIA SERVICE CENTER,CANADA,53.0,MASTER'S,BI CONSULTANT - II,ENGINEERING,85197.0,MEDIUM,Y,43,Winter
C,2022-03-10,2022-04-14,POTOMAC SERVICE CENTER,INDIA,46.0,MASTER'S,Q&A ANALYST,IT,60798.0,MEDIUM,Y,35,Spring
C,2022-12-17,2023-02-06,POTOMAC SERVICE CENTER,INDIA,44.0,MASTER'S,DATABASE ARCHITECT,IT,71323.0,MEDIUM,N,51,Winter
C,2022-07-27,2022-08-12,VERMONT SERVICE CENTER,INDIA,53.0,BACHELOR'S,BI CONSULTANT - II,OTHER,85197.0,MEDIUM,Y,16,Summer
C,2022-06-11,2022-06-26,TEXAS SERVICE CENTER,CHINA,50.0,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,85197.0,MEDIUM,Y,15,Summer
C,2022-06-09,2022-07-06,CALIFORNIA SERVICE CENTER,INDIA,25.0,MASTER'S,SR. PROGRAMMER ANALYST,IT,79414.0,MEDIUM,Y,27,Summer
C,2022-09-03,2022-09-18,NEBRASKA SERVICE CENTER,INDIA,34.0,MASTER'S,SOLUTION ARCHITECT,MEDICAL,101566.0,HIGH,Y,15,Fall
C,2022-01-30,2022-03-10,TEXAS SERVICE CENTER,CHINA,57.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,107806.0,HIGH,Y,39,Winter
C,2022-05-10,2022-06-18,POTOMAC SERVICE CENTER,INDIA,45.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT - I,IT,68827.0,MEDIUM,Y,39,Spring
C,2022-08-19,2022-09-04,POTOMAC SERVICE CENTER,MEXICO,22.0,BACHELOR'S,SENIOR DEVELOPER,IT,114712.0,HIGH,Y,16,Summer
C,2022-01-21,2022-03-07,POTOMAC SERVICE CENTER,INDIA,36.0,MASTER'S,QA ANALYST - I,IT,60798.0,MEDIUM,Y,45,Winter
C,2022-11-23,2022-12-11,NEBRASKA SERVICE CENTER,CHINA,29.0,MASTER'S,SOFTWARE ENGINEER,IT,101566.0,HIGH,Y,18,Fall
C,2022-02-20,2022-04-21,CALIFORNIA SERVICE CENTER,INDIA,32.0,MASTER'S,BUSINESS ANALYST,IT,78957.0,MEDIUM,Y,60,Winter
W,2022-01-08,2022-02-10,POTOMAC SERVICE CENTER,INDIA,46.0,BACHELOR'S,RECRUITER,IT,25.58,LOW,Y,33,Winter
C,2022-11-23,2023-01-13,POTOMAC SERVICE CENTER,INDIA,30.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,90646.0,MEDIUM,Y,51,Fall
C,2022-07-31,2022-09-11,NEBRASKA SERVICE CENTER,INDIA,46.0,BACHELOR'S,COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,MEDICAL,79498.0,MEDIUM,Y,42,Summer
C,2022-07-02,2022-07-26,VERMONT SERVICE CENTER,INDIA,32.0,MASTER'S,SR. CONSULTANT PROFESSIONAL SERVICES (15-1199.01),IT,60798.0,MEDIUM,Y,24,Summer
CW,2022-11-03,2022-11-22,POTOMAC SERVICE CENTER,INDIA,56.0,MASTER'S,SENIOR PROGRAMMER ANALYST,OTHER,67891.0,MEDIUM,N,19,Fall
C,2022-08-25,2022-10-04,POTOMAC SERVICE CENTER,INDIA,34.0,MASTER'S,SOFTWARE TEST ENGINEER,IT,60798.0,MEDIUM,Y,40,Summer
CW,2022-09-19,2022-11-14,CALIFORNIA SERVICE CENTER,CHINA,29.0,MASTER'S,NETWORK AND COMPUTER SYSTEM ADMINISTRATOR,IT,72301.0,MEDIUM,N,56,Fall
C,2022-07-16,2022-08-08,POTOMAC SERVICE CENTER,INDIA,48.0,MASTER'S,SOFTWARE ENGINEER,ENGINEERING,22.26,LOW,Y,23,Summer
C,2022-06-17,2022-07-04,CALIFORNIA SERVICE CENTER,INDIA,27.0,MASTER'S,PROGRAMMER,IT,67891.0,MEDIUM,Y,17,Summer
C,2022-03-16,2022-04-17,VERMONT SERVICE CENTER,INDIA,55.0,BACHELOR'S,RF ENGINEER,FINANCE,71843.0,MEDIUM,Y,32,Spring
C,2022-10-27,2022-12-09,POTOMAC SERVICE CENTER,INDIA,26.0,MASTER'S,PEOPLESOFT SPECIALIST,IT,90646.0,MEDIUM,Y,43,Fall
CW,2022-01-25,2022-02-26,NEBRASKA SERVICE CENTER,MEXICO,31.0,DOCTORATE,DEVOPS ENGINEER,IT,85883.0,MEDIUM,Y,32,Winter
C,2022-12-27,2023-02-10,TEXAS SERVICE CENTER,INDIA,27.0,MASTER'S,LOANBEAM PRODUCT MANAGER,IT,140670.0,HIGH,Y,45,Winter
C,2022-10-26,2022-12-10,CALIFORNIA SERVICE CENTER,CHINA,34.0,MASTER'S,LEAD ENGINEER I,FINANCE,101566.0,HIGH,N,45,Fall
C,2022-11-16,2022-12-05,TEXAS SERVICE CENTER,CANADA,31.0,BACHELOR'S,SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,19,Fall
C,2022-05-08,2022-05-31,NEBRASKA SERVICE CENTER,INDIA,53.0,MASTER'S,SOFTWARE DEVLEOPER - APPLICATIONS,ENGINEERING,43.58,LOW,Y,23,Spring
C,2022-12-31,2023-01-27,NEBRASKA SERVICE CENTER,CHINA,48.0,MASTER'S,SENIOR APPLICATION SUPPORT ANALYST,IT,78957.0,MEDIUM,Y,27,Winter
C,2022-02-28,2022-04-14,VERMONT SERVICE CENTER,INDIA,26.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT - I,IT,68827.0,MEDIUM,Y,45,Winter
C,2022-03-02,2022-03-29,POTOMAC SERVICE CENTER,CHINA,40.0,BACHELOR'S,MARKET RESEARCH ANALYST AND MARKETING SPECIALIST,IT,45136.0,LOW,Y,27,Spring
C,2022-05-07,2022-06-17,TEXAS SERVICE CENTER,INDIA,44.0,MASTER'S,PROJECT MANAGER,EDUCATION,79498.0,MEDIUM,Y,41,Spring
C,2023-01-01,2023-02-25,TEXAS SERVICE CENTER,INDIA,38.0,MASTER'S,VICE PRESIDENT; CNSLT - SYSTEMS ENG,OTHER,87651.0,MEDIUM,Y,55,Winter
C,2022-09-02,2022-09-18,CALIFORNIA SERVICE CENTER,INDIA,29.0,BACHELOR'S,APPLICATION PROGRAMMER SPECIALIST,IT,90646.0,MEDIUM,Y,16,Fall
CW,2022-08-05,2022-08-18,POTOMAC SERVICE CENTER,INDIA,34.0,BACHELOR'S,IT PROJECT MANAGER AND DELIVERY MANAGER,IT,81515.0,MEDIUM,Y,13,Summer
CW,2022-11-16,2023-01-08,NEBRASKA SERVICE CENTER,INDIA,41.0,DOCTORATE,"DIRECTOR, DATA MANAGEMENT",IT,116875.0,HIGH,Y,53,Fall
C,2022-04-23,2022-06-16,VERMONT SERVICE CENTER,CHINA,57.0,MASTER'S,PRODUCTION ENGINEER,IT,61568.0,MEDIUM,Y,54,Spring
C,2022-02-14,2022-03-28,VERMONT SERVICE CENTER,INDIA,26.0,MASTER'S,SENIOR PROJECT MANAGER - US - PRACTITIONER,OTHER,110365.0,HIGH,Y,42,Winter
C,2022-10-23,2022-12-13,VERMONT SERVICE CENTER,CANADA,40.0,MASTER'S,SR. PROGRAMMER ANALYST,FINANCE,107806.0,HIGH,Y,51,Fall
C,2022-10-31,2022-11-21,VERMONT SERVICE CENTER,INDIA,36.0,BACHELOR'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,Y,21,Fall
C,2022-09-17,2022-09-27,CALIFORNIA SERVICE CENTER,INDIA,55.0,MASTER'S,STAFF GEOLOGIST,IT,130790.0,HIGH,Y,10,Fall
CW,2022-12-08,2022-12-31,TEXAS SERVICE CENTER,INDIA,41.0,MASTER'S,NETWORK ARCHITECT,EDUCATION,85634.0,MEDIUM,Y,23,Winter
C,2022-01-06,2022-02-25,CALIFORNIA SERVICE CENTER,INDIA,41.0,MASTER'S,BI CONSULTANT - II,FINANCE,85197.0,MEDIUM,Y,50,Winter
C,2022-02-02,2022-03-06,CALIFORNIA SERVICE CENTER,INDIA,24.0,MASTER'S,ATG DEVELOPER,IT,90646.0,MEDIUM,Y,32,Winter
C,2022-10-28,2022-12-19,VERMONT SERVICE CENTER,INDIA,41.0,BACHELOR'S,PROGRAMMER ANALYST,IT,46301.0,LOW,Y,52,Fall
C,2022-02-17,2022-04-02,POTOMAC SERVICE CENTER,CHINA,41.0,BACHELOR'S,BI CONSULTANT - II,IT,85197.0,MEDIUM,Y,44,Winter
C,2022-05-14,2022-06-15,NEBRASKA SERVICE CENTER,INDIA,51.0,MASTER'S,QUALITY  ASSURANCE ANALYST,IT,62754.0,MEDIUM,Y,32,Spring
W,2022-09-29,2022-11-16,CALIFORNIA SERVICE CENTER,INDIA,41.0,BACHELOR'S,SOFTWARE DEVELOPER,FINANCE,113755.0,HIGH,Y,48,Fall
C,2022-12-25,2023-02-05,NEBRASKA SERVICE CENTER,INDIA,56.0,BACHELOR'S,ACCOUNTANT,IT,22.94,LOW,Y,42,Winter
C,2022-06-14,2022-07-24,POTOMAC SERVICE CENTER,INDIA,32.0,BACHELOR'S,SOFTWARE ENGINEER,IT,101566.0,HIGH,Y,40,Summer
C,2022-07-05,2022-08-18,POTOMAC SERVICE CENTER,INDIA,57.0,DOCTORATE,VICE PRESIDENT OF MERGERS & ACQUISITIONS,MEDICAL,152693.0,HIGH,Y,44,Summer
C,2022-01-26,2022-02-05,POTOMAC SERVICE CENTER,CHINA,41.0,MASTER'S,ACCOUNTING ANALYST,IT,47715.0,LOW,Y,10,Winter
C,2022-07-22,2022-08-28,POTOMAC SERVICE CENTER,INDIA,50.0,BACHELOR'S,CHIEF OPERATING OFFICER,ENGINEERING,186056.0,HIGH,Y,37,Summer
C,2022-03-17,2022-05-10,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,JAVA DEVELOPER - II,MEDICAL,85197.0,MEDIUM,Y,54,Spring
C,2022-12-12,2023-01-02,TEXAS SERVICE CENTER,INDIA,41.0,BACHELOR'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,Y,21,Winter
C,2022-07-03,2022-08-12,POTOMAC SERVICE CENTER,CHINA,40.0,BACHELOR'S,IT BUSINESS ANALYST,IT,62754.0,MEDIUM,Y,40,Summer
C,2022-01-25,2022-03-25,VERMONT SERVICE CENTER,CHINA,27.0,MASTER'S,WEB DEVELOPER,MEDICAL,46155.0,LOW,Y,59,Winter
C,2022-07-26,2022-09-12,POTOMAC SERVICE CENTER,INDIA,42.0,BACHELOR'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,Y,48,Summer
CW,2022-02-24,2022-04-09,POTOMAC SERVICE CENTER,INDIA,25.0,BACHELOR'S,REVENUE RECOVERY ANALYST,IT,52624.0,LOW,Y,44,Winter
C,2022-05-08,2022-06-10,VERMONT SERVICE CENTER,PHILIPPINES,30.0,MASTER'S,PROJECT ENGINEER,IT,63690.0,MEDIUM,Y,33,Spring
C,2022-01-29,2022-02-16,NEBRASKA SERVICE CENTER,INDIA,30.0,BACHELOR'S,BUSINESS INTELLIGENCE DEVELOPER,IT,78957.0,MEDIUM,Y,18,Winter
C,2022-02-08,2022-03-18,VERMONT SERVICE CENTER,INDIA,39.0,BACHELOR'S,SOFTWARE ENGINEER,IT,85197.0,MEDIUM,Y,38,Winter
C,2022-12-03,2023-01-15,POTOMAC SERVICE CENTER,INDIA,58.0,MASTER'S,PROGRAMMER ANALYST,IT,46301.0,LOW,Y,43,Winter
C,2022-10-11,2022-10-22,POTOMAC SERVICE CENTER,SOUTH KOREA,51.0,MASTER'S,DIRECTOR OF REAL ESTATE,IT,77792.0,MEDIUM,Y,11,Fall
C,2022-12-07,2022-12-26,POTOMAC SERVICE CENTER,INDIA,28.0,MASTER'S,DATABASE ADMINISTRATOR,IT,55474.0,LOW,Y,19,Winter
C,2022-01-14,2022-03-02,TEXAS SERVICE CENTER,INDIA,43.0,BACHELOR'S,AUDIENCE MANAGEMENT ANALYST,IT,62754.0,MEDIUM,Y,47,Winter
C,2022-04-28,2022-05-18,POTOMAC SERVICE CENTER,INDIA,52.0,BACHELOR'S,E-COMMERCE LEAD,IT,107806.0,HIGH,Y,20,Spring
C,2022-02-13,2022-03-29,TEXAS SERVICE CENTER,INDIA,51.0,BACHELOR'S,BUSINESS ANALYST,EDUCATION,54059.0,LOW,Y,44,Winter
C,2022-01-20,2022-02-10,CALIFORNIA SERVICE CENTER,INDIA,41.0,MASTER'S,TECHNICAL CONSULTANT,IT,103367.0,HIGH,Y,21,Winter
CW,2022-09-08,2022-10-05,POTOMAC SERVICE CENTER,INDIA,59.0,MASTER'S,SENIOR PROGRAMMER ANALYST,ENGINEERING,67891.0,MEDIUM,Y,27,Fall
C,2022-07-19,2022-09-02,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,VICE PRESIDENT OF RISK MANAGEMENT (11-3031.02),FINANCE,158496.0,HIGH,Y,45,Summer
C,2022-12-16,2023-01-09,TEXAS SERVICE CENTER,CANADA,23.0,MASTER'S,ASSISTANT PROJECT MANAGER,ENGINEERING,76523.0,MEDIUM,Y,24,Winter
C,2022-03-17,2022-04-03,POTOMAC SERVICE CENTER,INDIA,36.0,BACHELOR'S,BUSINESS INTELLIGENCE/DATABASE SOLUTION ARCHITECT,FINANCE,98176.0,MEDIUM,Y,17,Spring
C,2022-03-17,2022-05-14,NEBRASKA SERVICE CENTER,INDIA,36.0,MASTER'S,SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,58,Spring
C,2022-04-23,2022-06-08,POTOMAC SERVICE CENTER,INDIA,41.0,MASTER'S,AVP; CONSULTANT - APPS PROG,IT,101566.0,HIGH,N,46,Spring
C,2022-02-12,2022-03-15,POTOMAC SERVICE CENTER,INDIA,24.0,MASTER'S,"DEVELOPER II, AUTOMATION (15-1199.01)",ENGINEERING,76586.0,MEDIUM,Y,31,Winter
C,2022-03-14,2022-03-28,CALIFORNIA SERVICE CENTER,INDIA,48.0,BACHELOR'S,SYSTEM ADMINISTRATOR,IT,75941.0,MEDIUM,Y,14,Spring
C,2022-08-31,2022-09-13,VERMONT SERVICE CENTER,INDIA,59.0,MASTER'S,DEVELOPMENT MANAGER SENIOR,ENGINEERING,99590.0,MEDIUM,Y,13,Summer
C,2022-09-17,2022-10-18,NEBRASKA SERVICE CENTER,INDIA,58.0,MASTER'S,ETL DEVELOPER,IT,116875.0,HIGH,Y,31,Fall
C,2022-01-20,2022-02-15,TEXAS SERVICE CENTER,INDIA,50.0,MASTER'S,BUSINESS ANALYST,IT,62754.0,MEDIUM,Y,26,Winter
C,2022-08-12,2022-09-25,NEBRASKA SERVICE CENTER,INDIA,51.0,MASTER'S,DATABASE ADMINISTRATOR,IT,87173.0,MEDIUM,Y,44,Summer
C,2022-06-12,2022-07-10,VERMONT SERVICE CENTER,PHILIPPINES,31.0,MASTER'S,SOFTWARE ENGINEER,IT,68827.0,MEDIUM,N,28,Summer
C,2022-11-30,2023-01-07,NEBRASKA SERVICE CENTER,INDIA,33.0,DOCTORATE,SUPPLY CHAIN ANALYST,IT,25.99,LOW,Y,38,Fall
