case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position
C,29-12-2022,09-01-2023,TEXAS SERVICE CENTER,INDIA,34,MASTER'S,SECURITY ENGINEER,ENGINEERING,71386,MEDIUM,Y
C,06-04-2022,26-05-2022,TEXAS SERVICE CENTER,SOUTH KOREA,50,MASTER'S,TECHNOLOGY OPERATIONS MANAGER,IT,103854,HIGH,Y
C,29-11-2022,17-01-2023,nan,CANADA,36,MASTER'S,BI CONSULTANT II,MEDICAL,101566,HIGH,Y
C,20-04-2022,28-05-2022,NEBRASKA SERVICE CENTER,INDIA,41,BACHELOR'S,APPLICATION PROGRAMMER SPECIALIST,OTHER,85197,MEDIUM,Y
C,08-07-2022,04-08-2022,POTOMAC SERVICE CENTER,CHINA,28,nan,APPLICATION ARCHITECT,MEDICAL,40.96,LOW,Y
CW,11-06-2022,11-07-2022,CALIFORNIA SERVICE CENTER,CHINA,26,MASTER'S,INFORMATION SECURITY ANALYST,EDUCATION,77605,MEDIUM,Y
C,17-01-2022,15-02-2022,POTOMAC SERVICE CENTER,INDIA,22,MASTER'S,SOFTWARE DEVELOPER,IT,117936,HIGH,Y
C,31-05-2022,29-06-2022,CALIFORNIA SERVICE CENTER,CHINA,31,MASTER'S,PROGRAMMER ANALYST,IT,70554,MEDIUM,Y
C,17-03-2022,28-03-2022,nan,MEXICO,,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
CW,27-10-2022,04-12-2022,NEBRASKA SERVICE CENTER,INDIA,46,MASTER'S,IT PROJECT MANAGER AND DELIVERY MANAGER,IT,81515,MEDIUM,Y
C,09-10-2022,31-10-2022,CALIFORNIA SERVICE CENTER,INDIA,43,MASTER'S,SOFTWARE DEVELOPER,EDUCATION,85197,MEDIUM,Y
CW,11-08-2022,11-09-2022,CALIFORNIA SERVICE CENTER,INDIA,34,DOCTORATE,NETWORK AND COMPUTER SYSTEM ADMINISTRATOR,IT,72301,MEDIUM,Y
C,06-05-2022,08-06-2022,POTOMAC SERVICE CENTER,CHINA,24,BACHELOR'S,BUSINESS SYSTEMS ANALYST,FINANCE,60798,MEDIUM,Y
C,01-01-2022,01-02-2022,POTOMAC SERVICE CENTER,INDIA,40,BACHELOR'S,GRADUATE INTERN,IT,51688,LOW,Y
C,,,TEXAS SERVICE CENTER,INDIA,34,MASTER'S,COMPUTER NETWORK ARCHITECT,IT,96574,MEDIUM,Y
C,01-04-2022,22-04-2022,nan,MEXICO,28,MASTER'S,TECHNICAL LEAD,IT,60798,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,45,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,IT,85197,MEDIUM,Y
C,,,POTOMAC SERVICE CENTER,CANADA,59,BACHELOR'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,IT,62754,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,55,MASTER'S,INTERNATIONAL BUSINESS DEVELOPMENT DIRECTOR,ENGINEERING,95139,MEDIUM,Y
C,30-03-2022,21-04-2022,CALIFORNIA SERVICE CENTER,INDIA,42,MASTER'S,PROGRAMMER ANALYST,FINANCE,62754,MEDIUM,Y
C,11-11-2022,25-11-2022,VERMONT SERVICE CENTER,CHINA,46,MASTER'S,COMPUTER PROGRAMMER,OTHER,67891,MEDIUM,Y
C,31-07-2022,17-08-2022,TEXAS SERVICE CENTER,INDIA,23,MASTER'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,01-02-2022,28-02-2022,POTOMAC SERVICE CENTER,INDIA,46,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,46301,LOW,Y
W,20-01-2022,26-02-2022,CALIFORNIA SERVICE CENTER,nan,31,BACHELOR'S,BI CONSULTANT- II,FINANCE,85197,MEDIUM,Y
C,04-07-2022,29-08-2022,CALIFORNIA SERVICE CENTER,INDIA,51,MASTER'S,ORACLE APPLICATIONS CONSULTANT - I,ENGINEERING,68827,MEDIUM,Y
C,28-05-2022,25-07-2022,CALIFORNIA SERVICE CENTER,INDIA,28,DOCTORATE,PROGRAMMER ANALYST,MEDICAL,46301,LOW,Y
C,15-03-2022,01-05-2022,nan,nan,26,BACHELOR'S,IT BUSINESS SYSTEM ANALYST,IT,62754,MEDIUM,Y
C,22-03-2022,13-04-2022,POTOMAC SERVICE CENTER,INDIA,59,MASTER'S,BUSINESS SYSTEMS ANALYST,IT,78957,MEDIUM,Y
C,12-01-2022,11-03-2022,CALIFORNIA SERVICE CENTER,INDIA,33,DOCTORATE,COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,FINANCE,79498,MEDIUM,Y
C,09-11-2022,23-12-2022,nan,CHINA,59,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,,,nan,INDIA,,MASTER'S,SOLUTION ARCHITECT,IT,101566,HIGH,Y
C,,,VERMONT SERVICE CENTER,INDIA,49,MASTER'S,FINANCIAL ANALYST,IT,68519,MEDIUM,Y
C,,,POTOMAC SERVICE CENTER,MEXICO,29,BACHELOR'S,ORACLE APPLICATIONS CONSULTANT - I,IT,68827,MEDIUM,Y
C,01-07-2022,03-08-2022,POTOMAC SERVICE CENTER,INDIA,23,BACHELOR'S,SOFTWARE DEVELOPMENT ANALYST II,ENGINEERING,85197,MEDIUM,N
C,24-03-2022,05-05-2022,nan,PHILIPPINES,57,BACHELOR'S,COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,ENGINEERING,79498,MEDIUM,Y
C,19-07-2022,16-08-2022,NEBRASKA SERVICE CENTER,PHILIPPINES,59,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,MEDICAL,62754,MEDIUM,Y
C,26-03-2022,09-05-2022,nan,INDIA,56,MASTER'S,RADIO FREQUENCY NETWORK ENGINEER,EDUCATION,73050,MEDIUM,Y
C,25-08-2022,12-10-2022,VERMONT SERVICE CENTER,CANADA,,BACHELOR'S,ASSOCIATE AUDITOR,IT,47715,LOW,Y
C,18-02-2022,25-03-2022,NEBRASKA SERVICE CENTER,INDIA,30,MASTER'S,ORACLE DBA - II,IT,71323,MEDIUM,Y
CW,05-07-2022,19-07-2022,POTOMAC SERVICE CENTER,INDIA,28,MASTER'S,DEVOPS ENGINEER,OTHER,85883,MEDIUM,Y
D,19-08-2022,14-09-2022,TEXAS SERVICE CENTER,INDIA,45,BACHELOR'S,PROJECT ENGINEER,FINANCE,62130,MEDIUM,Y
C,16-04-2022,08-05-2022,nan,INDIA,50,nan,SENIOR SOFTWARE ENGINEER,IT,85197,MEDIUM,Y
C,13-11-2022,14-12-2022,NEBRASKA SERVICE CENTER,INDIA,28,DOCTORATE,ORACLE APPLICATIONS CONSULTANT - I,IT,68827,MEDIUM,Y
C,05-12-2022,02-02-2023,nan,CHINA,58,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,IT,62754,MEDIUM,Y
C,03-11-2022,28-11-2022,CALIFORNIA SERVICE CENTER,INDIA,33,MASTER'S,PROGRAMMER ANALYST,IT,46301,LOW,Y
C,28-01-2022,05-03-2022,NEBRASKA SERVICE CENTER,CHINA,22,DOCTORATE,BUSINESS INTELLIGENCE DEVELOPER,IT,98176,MEDIUM,Y
C,15-08-2022,07-09-2022,TEXAS SERVICE CENTER,INDIA,57,BACHELOR'S,SALES ENGINEER,FINANCE,71386,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,INDIA,25,BACHELOR'S,CUSTOMER INSIGHTS AND EXPECTATIONS SPECIALIST,IT,54059,LOW,Y
C,15-12-2022,27-01-2023,CALIFORNIA SERVICE CENTER,CANADA,53,MASTER'S,BI CONSULTANT - II,ENGINEERING,85197,MEDIUM,Y
C,10-03-2022,14-04-2022,POTOMAC SERVICE CENTER,INDIA,46,MASTER'S,Q&A ANALYST,IT,60798,MEDIUM,Y
C,17-12-2022,06-02-2023,nan,INDIA,44,nan,DATABASE ARCHITECT,IT,71323,MEDIUM,N
C,27-07-2022,12-08-2022,VERMONT SERVICE CENTER,INDIA,53,BACHELOR'S,BI CONSULTANT - II,OTHER,85197,MEDIUM,Y
C,11-06-2022,26-06-2022,TEXAS SERVICE CENTER,CHINA,50,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,85197,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,INDIA,37,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,107806,HIGH,Y
C,09-06-2022,06-07-2022,CALIFORNIA SERVICE CENTER,INDIA,25,MASTER'S,SR. PROGRAMMER ANALYST,IT,79414,MEDIUM,Y
C,03-09-2022,18-09-2022,NEBRASKA SERVICE CENTER,INDIA,34,MASTER'S,SOLUTION ARCHITECT,MEDICAL,101566,HIGH,Y
W,,,NEBRASKA SERVICE CENTER,INDIA,23,MASTER'S,SR DEVOPS ENGINEER,IT,68827,MEDIUM,Y
C,30-01-2022,10-03-2022,TEXAS SERVICE CENTER,CHINA,57,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,107806,HIGH,Y
C,10-05-2022,18-06-2022,POTOMAC SERVICE CENTER,INDIA,45,MASTER'S,ORACLE APPLICATIONS CONSULTANT - I,IT,68827,MEDIUM,Y
C,19-08-2022,04-09-2022,POTOMAC SERVICE CENTER,MEXICO,22,BACHELOR'S,SENIOR DEVELOPER,IT,114712,HIGH,Y
C,21-01-2022,07-03-2022,POTOMAC SERVICE CENTER,INDIA,36,MASTER'S,QA ANALYST - I,IT,60798,MEDIUM,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,59,MASTER'S,BUSINESS INTELLIGENCE DEVELOPER,OTHER,68827,MEDIUM,Y
C,23-11-2022,11-12-2022,NEBRASKA SERVICE CENTER,CHINA,29,nan,SOFTWARE ENGINEER,IT,101566,HIGH,Y
C,20-02-2022,21-04-2022,CALIFORNIA SERVICE CENTER,INDIA,32,MASTER'S,BUSINESS ANALYST,IT,78957,MEDIUM,Y
C,,,nan,CHINA,26,MASTER'S,COMPUTER PROGRAMMER/CONFIGURER 2,IT,67891,MEDIUM,Y
W,08-01-2022,10-02-2022,POTOMAC SERVICE CENTER,INDIA,46,BACHELOR'S,RECRUITER,IT,25.58,LOW,Y
C,23-11-2022,13-01-2023,POTOMAC SERVICE CENTER,INDIA,30,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,90646,MEDIUM,Y
C,31-07-2022,11-09-2022,NEBRASKA SERVICE CENTER,INDIA,46,BACHELOR'S,COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,MEDICAL,79498,MEDIUM,Y
C,02-07-2022,26-07-2022,VERMONT SERVICE CENTER,INDIA,32,nan,SR. CONSULTANT PROFESSIONAL SERVICES (15-1199.01),IT,60798,MEDIUM,Y
CW,03-11-2022,22-11-2022,nan,INDIA,56,MASTER'S,SENIOR PROGRAMMER ANALYST,OTHER,67891,MEDIUM,N
C,25-08-2022,04-10-2022,POTOMAC SERVICE CENTER,INDIA,34,MASTER'S,SOFTWARE TEST ENGINEER,IT,60798,MEDIUM,Y
C,,,TEXAS SERVICE CENTER,PHILIPPINES,52,MASTER'S,SOFTWARE DEVELOPER,ENGINEERING,85197,MEDIUM,Y
CW,19-09-2022,14-11-2022,CALIFORNIA SERVICE CENTER,CHINA,29,MASTER'S,NETWORK AND COMPUTER SYSTEM ADMINISTRATOR,IT,72301,MEDIUM,N
C,,,nan,INDIA,53,BACHELOR'S,SENIOR SOFTWARE DEVELOPER (PEGA DEVELOPER),IT,107806,HIGH,Y
C,16-07-2022,08-08-2022,nan,INDIA,48,MASTER'S,SOFTWARE ENGINEER,ENGINEERING,22.26,LOW,Y
C,17-06-2022,04-07-2022,CALIFORNIA SERVICE CENTER,INDIA,27,nan,PROGRAMMER,IT,67891,MEDIUM,Y
C,16-03-2022,17-04-2022,VERMONT SERVICE CENTER,INDIA,55,BACHELOR'S,RF ENGINEER,FINANCE,71843,MEDIUM,Y
C,27-10-2022,09-12-2022,nan,INDIA,26,nan,PEOPLESOFT SPECIALIST,IT,90646,MEDIUM,Y
CW,25-01-2022,26-02-2022,NEBRASKA SERVICE CENTER,MEXICO,31,DOCTORATE,DEVOPS ENGINEER,IT,85883,MEDIUM,Y
CW,,,VERMONT SERVICE CENTER,CHINA,53,MASTER'S,DEVOPS ENGINEER,IT,72717,MEDIUM,Y
C,27-12-2022,10-02-2023,TEXAS SERVICE CENTER,INDIA,27,MASTER'S,LOANBEAM PRODUCT MANAGER,IT,140670,HIGH,Y
C,26-10-2022,10-12-2022,CALIFORNIA SERVICE CENTER,CHINA,34,nan,LEAD ENGINEER I,FINANCE,101566,HIGH,N
C,16-11-2022,05-12-2022,TEXAS SERVICE CENTER,CANADA,31,BACHELOR'S,SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,08-05-2022,31-05-2022,NEBRASKA SERVICE CENTER,INDIA,53,MASTER'S,SOFTWARE DEVLEOPER - APPLICATIONS,ENGINEERING,43.58,LOW,Y
C,31-12-2022,27-01-2023,NEBRASKA SERVICE CENTER,CHINA,48,MASTER'S,SENIOR APPLICATION SUPPORT ANALYST,IT,78957,MEDIUM,Y
C,28-02-2022,14-04-2022,VERMONT SERVICE CENTER,INDIA,26,MASTER'S,ORACLE APPLICATIONS CONSULTANT - I,IT,68827,MEDIUM,Y
C,02-03-2022,29-03-2022,nan,CHINA,40,BACHELOR'S,MARKET RESEARCH ANALYST AND MARKETING SPECIALIST,IT,45136,LOW,Y
C,07-05-2022,17-06-2022,TEXAS SERVICE CENTER,INDIA,44,nan,PROJECT MANAGER,EDUCATION,79498,MEDIUM,Y
C,01-01-2023,25-02-2023,TEXAS SERVICE CENTER,INDIA,38,MASTER'S,VICE PRESIDENT; CNSLT - SYSTEMS ENG,OTHER,87651,MEDIUM,Y
C,02-09-2022,18-09-2022,CALIFORNIA SERVICE CENTER,INDIA,29,BACHELOR'S,APPLICATION PROGRAMMER SPECIALIST,IT,90646,MEDIUM,Y
CW,05-08-2022,18-08-2022,nan,INDIA,34,BACHELOR'S,IT PROJECT MANAGER AND DELIVERY MANAGER,IT,81515,MEDIUM,Y
CW,16-11-2022,08-01-2023,NEBRASKA SERVICE CENTER,INDIA,,DOCTORATE,"DIRECTOR, DATA MANAGEMENT",IT,116875,HIGH,Y
C,23-04-2022,16-06-2022,VERMONT SERVICE CENTER,CHINA,57,nan,PRODUCTION ENGINEER,IT,61568,MEDIUM,Y
C,14-02-2022,28-03-2022,VERMONT SERVICE CENTER,nan,26,MASTER'S,SENIOR PROJECT MANAGER - US - PRACTITIONER,OTHER,110365,HIGH,Y
C,23-10-2022,13-12-2022,VERMONT SERVICE CENTER,CANADA,40,MASTER'S,SR. PROGRAMMER ANALYST,FINANCE,107806,HIGH,Y
C,31-10-2022,21-11-2022,VERMONT SERVICE CENTER,INDIA,36,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,17-09-2022,27-09-2022,CALIFORNIA SERVICE CENTER,INDIA,55,MASTER'S,STAFF GEOLOGIST,IT,130790,HIGH,Y
CW,08-12-2022,31-12-2022,TEXAS SERVICE CENTER,INDIA,,MASTER'S,NETWORK ARCHITECT,EDUCATION,85634,MEDIUM,Y
C,06-01-2022,25-02-2022,CALIFORNIA SERVICE CENTER,nan,,MASTER'S,BI CONSULTANT - II,FINANCE,85197,MEDIUM,Y
C,02-02-2022,06-03-2022,CALIFORNIA SERVICE CENTER,INDIA,24,MASTER'S,ATG DEVELOPER,IT,90646,MEDIUM,Y
C,28-10-2022,19-12-2022,VERMONT SERVICE CENTER,INDIA,,BACHELOR'S,PROGRAMMER ANALYST,IT,46301,LOW,Y
C,17-02-2022,02-04-2022,nan,CHINA,,BACHELOR'S,BI CONSULTANT - II,IT,85197,MEDIUM,Y
C,14-05-2022,15-06-2022,NEBRASKA SERVICE CENTER,nan,51,MASTER'S,QUALITY  ASSURANCE ANALYST,IT,62754,MEDIUM,Y
W,29-09-2022,16-11-2022,CALIFORNIA SERVICE CENTER,INDIA,,BACHELOR'S,SOFTWARE DEVELOPER,FINANCE,113755,HIGH,Y
C,25-12-2022,05-02-2023,NEBRASKA SERVICE CENTER,INDIA,56,BACHELOR'S,ACCOUNTANT,IT,22.94,LOW,Y
C,14-06-2022,24-07-2022,nan,INDIA,32,BACHELOR'S,SOFTWARE ENGINEER,IT,101566,HIGH,Y
C,05-07-2022,18-08-2022,POTOMAC SERVICE CENTER,INDIA,57,DOCTORATE,VICE PRESIDENT OF MERGERS & ACQUISITIONS,MEDICAL,152693,HIGH,Y
C,26-01-2022,05-02-2022,POTOMAC SERVICE CENTER,CHINA,,MASTER'S,ACCOUNTING ANALYST,IT,47715,LOW,Y
C,22-07-2022,28-08-2022,nan,INDIA,50,BACHELOR'S,CHIEF OPERATING OFFICER,ENGINEERING,186056,HIGH,Y
C,17-03-2022,10-05-2022,POTOMAC SERVICE CENTER,INDIA,,BACHELOR'S,JAVA DEVELOPER - II,MEDICAL,85197,MEDIUM,Y
C,12-12-2022,02-01-2023,TEXAS SERVICE CENTER,INDIA,,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,48,nan,SOFTWARE ENGINEER,FINANCE,68827,MEDIUM,Y
C,03-07-2022,12-08-2022,POTOMAC SERVICE CENTER,CHINA,40,BACHELOR'S,IT BUSINESS ANALYST,IT,62754,MEDIUM,Y
C,25-01-2022,25-03-2022,VERMONT SERVICE CENTER,CHINA,27,MASTER'S,WEB DEVELOPER,MEDICAL,46155,LOW,Y
C,26-07-2022,12-09-2022,nan,INDIA,42,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
CW,24-02-2022,09-04-2022,POTOMAC SERVICE CENTER,INDIA,25,BACHELOR'S,REVENUE RECOVERY ANALYST,IT,52624,LOW,Y
C,08-05-2022,10-06-2022,VERMONT SERVICE CENTER,PHILIPPINES,30,MASTER'S,PROJECT ENGINEER,IT,63690,MEDIUM,Y
C,29-01-2022,16-02-2022,NEBRASKA SERVICE CENTER,INDIA,30,BACHELOR'S,BUSINESS INTELLIGENCE DEVELOPER,IT,78957,MEDIUM,Y
C,08-02-2022,18-03-2022,VERMONT SERVICE CENTER,INDIA,39,BACHELOR'S,SOFTWARE ENGINEER,IT,85197,MEDIUM,Y
C,03-12-2022,15-01-2023,POTOMAC SERVICE CENTER,INDIA,58,MASTER'S,PROGRAMMER ANALYST,IT,46301,LOW,Y
C,11-10-2022,22-10-2022,POTOMAC SERVICE CENTER,SOUTH KOREA,51,MASTER'S,DIRECTOR OF REAL ESTATE,IT,77792,MEDIUM,Y
C,07-12-2022,26-12-2022,POTOMAC SERVICE CENTER,INDIA,28,MASTER'S,DATABASE ADMINISTRATOR,IT,55474,LOW,Y
C,14-01-2022,02-03-2022,TEXAS SERVICE CENTER,INDIA,43,BACHELOR'S,AUDIENCE MANAGEMENT ANALYST,IT,62754,MEDIUM,Y
C,28-04-2022,18-05-2022,POTOMAC SERVICE CENTER,INDIA,52,BACHELOR'S,E-COMMERCE LEAD,IT,107806,HIGH,Y
C,13-02-2022,29-03-2022,TEXAS SERVICE CENTER,INDIA,51,BACHELOR'S,BUSINESS ANALYST,EDUCATION,54059,LOW,Y
C,20-01-2022,10-02-2022,CALIFORNIA SERVICE CENTER,INDIA,,MASTER'S,TECHNICAL CONSULTANT,IT,103367,HIGH,Y
CW,08-09-2022,05-10-2022,POTOMAC SERVICE CENTER,INDIA,59,MASTER'S,SENIOR PROGRAMMER ANALYST,ENGINEERING,67891,MEDIUM,Y
C,19-07-2022,02-09-2022,nan,INDIA,,BACHELOR'S,VICE PRESIDENT OF RISK MANAGEMENT (11-3031.02),FINANCE,158496,HIGH,Y
C,16-12-2022,09-01-2023,TEXAS SERVICE CENTER,CANADA,23,MASTER'S,ASSISTANT PROJECT MANAGER,ENGINEERING,76523,MEDIUM,Y
C,17-03-2022,03-04-2022,POTOMAC SERVICE CENTER,INDIA,36,BACHELOR'S,BUSINESS INTELLIGENCE/DATABASE SOLUTION ARCHITECT,FINANCE,98176,MEDIUM,Y
W,,,TEXAS SERVICE CENTER,INDIA,36,BACHELOR'S,DATABASE ADMINISTRATOR,IT,71323,MEDIUM,Y
C,,,TEXAS SERVICE CENTER,CANADA,,BACHELOR'S,PROGRAMMER ANALYST,FINANCE,46301,LOW,Y
C,17-03-2022,14-05-2022,NEBRASKA SERVICE CENTER,INDIA,36,nan,SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,23-04-2022,08-06-2022,POTOMAC SERVICE CENTER,INDIA,,MASTER'S,AVP; CONSULTANT - APPS PROG,IT,101566,HIGH,N
C,12-02-2022,15-03-2022,POTOMAC SERVICE CENTER,INDIA,24,MASTER'S,"DEVELOPER II, AUTOMATION (15-1199.01)",ENGINEERING,76586,MEDIUM,Y
C,14-03-2022,28-03-2022,CALIFORNIA SERVICE CENTER,INDIA,48,BACHELOR'S,SYSTEM ADMINISTRATOR,IT,75941,MEDIUM,Y
C,31-08-2022,13-09-2022,VERMONT SERVICE CENTER,INDIA,59,MASTER'S,DEVELOPMENT MANAGER SENIOR,ENGINEERING,99590,MEDIUM,Y
C,17-09-2022,18-10-2022,NEBRASKA SERVICE CENTER,INDIA,58,MASTER'S,ETL DEVELOPER,IT,116875,HIGH,Y
C,20-01-2022,15-02-2022,TEXAS SERVICE CENTER,INDIA,50,MASTER'S,BUSINESS ANALYST,IT,62754,MEDIUM,Y
C,12-08-2022,25-09-2022,NEBRASKA SERVICE CENTER,INDIA,51,MASTER'S,DATABASE ADMINISTRATOR,IT,87173,MEDIUM,Y
C,12-06-2022,10-07-2022,VERMONT SERVICE CENTER,PHILIPPINES,31,MASTER'S,SOFTWARE ENGINEER,IT,68827,MEDIUM,N
C,30-11-2022,07-01-2023,NEBRASKA SERVICE CENTER,INDIA,33,DOCTORATE,SUPPLY CHAIN ANALYST,IT,25.99,LOW,Y
C,12-06-2022,29-06-2022,nan,INDIA,56,nan,SENIOR FULL-STACK .NET DEVELOPER,IT,117936,HIGH,Y
D,,,VERMONT SERVICE CENTER,MEXICO,50,nan,PRINCIPAL APPLICATIONS DEVELOPER,OTHER,117936,HIGH,Y
C,06-09-2022,28-10-2022,nan,CANADA,40,BACHELOR'S,LEAD-SOFTWARE/SOFTWARE DEVELOPER,IT,101566,HIGH,Y
C,30-12-2022,08-02-2023,nan,CANADA,29,nan,BI CONSULTANT - I,IT,68827,MEDIUM,Y
C,15-02-2022,31-03-2022,POTOMAC SERVICE CENTER,INDIA,39,BACHELOR'S,DATA SCIENTIST,IT,66560,MEDIUM,Y
C,24-06-2022,10-07-2022,CALIFORNIA SERVICE CENTER,SOUTH KOREA,,MASTER'S,COMPUTER SYSTEMS ANALYST,IT,78957,MEDIUM,Y
C,19-03-2022,04-04-2022,CALIFORNIA SERVICE CENTER,SOUTH KOREA,59,MASTER'S,PROGRAMMER ANALYST,FINANCE,62754,MEDIUM,Y
C,21-07-2022,27-08-2022,TEXAS SERVICE CENTER,INDIA,,MASTER'S,TECHNOLOGY ANALYST - US,FINANCE,62754,MEDIUM,Y
C,10-04-2022,02-06-2022,POTOMAC SERVICE CENTER,CANADA,40,MASTER'S,ORACLE APPLICATIONS CONSULTANT II,FINANCE,117936,HIGH,Y
C,17-11-2022,08-12-2022,CALIFORNIA SERVICE CENTER,INDIA,41,MASTER'S,SOFTWARE ENGINEER,IT,68827,MEDIUM,Y
CW,02-05-2022,13-06-2022,NEBRASKA SERVICE CENTER,INDIA,54,MASTER'S,ASSOCIATE VETERINARIAN,ENGINEERING,77376,MEDIUM,Y
C,13-02-2022,10-04-2022,VERMONT SERVICE CENTER,CHINA,41,BACHELOR'S,TECHNOLOGY LEAD - US - PRACTITIONER,ENGINEERING,78957,MEDIUM,Y
C,16-07-2022,25-08-2022,TEXAS SERVICE CENTER,INDIA,55,BACHELOR'S,OFFICER; SPECIALIST - SYS/DATA SECURITY,MEDICAL,69139,MEDIUM,Y
C,11-08-2022,26-09-2022,nan,INDIA,27,MASTER'S,ORACLE DBA - II,FINANCE,71323,MEDIUM,Y
C,06-10-2022,18-10-2022,TEXAS SERVICE CENTER,INDIA,54,MASTER'S,HADOOP ADMINISTRATOR,IT,86819,MEDIUM,N
C,09-01-2022,05-02-2022,NEBRASKA SERVICE CENTER,INDIA,25,MASTER'S,LEAD-TECHNOLOGY/APPLICATION PROGRAMMER,IT,79414,MEDIUM,Y
C,18-10-2022,27-11-2022,VERMONT SERVICE CENTER,INDIA,47,BACHELOR'S,PROGRAMMER ANALYST,ENGINEERING,62754,MEDIUM,Y
C,31-01-2022,05-03-2022,POTOMAC SERVICE CENTER,INDIA,45,MASTER'S,CONSULTANT,IT,69139,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,INDIA,25,MASTER'S,SENIOR SOLUTIONS ARCHITECT,IT,114712,HIGH,Y
C,17-10-2022,19-11-2022,CALIFORNIA SERVICE CENTER,INDIA,59,MASTER'S,ATG DEVELOPER,EDUCATION,124946,HIGH,Y
C,01-07-2022,27-08-2022,TEXAS SERVICE CENTER,CHINA,38,MASTER'S,BUSINESS CONSULTANT,IT,80887,MEDIUM,Y
C,05-04-2022,04-06-2022,POTOMAC SERVICE CENTER,SOUTH KOREA,54,nan,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,MEDICAL,103875,HIGH,Y
C,15-08-2022,05-10-2022,TEXAS SERVICE CENTER,INDIA,29,MASTER'S,LEAD ENGINEER I,IT,85197,MEDIUM,Y
C,19-05-2022,13-06-2022,VERMONT SERVICE CENTER,CHINA,32,BACHELOR'S,CONSULTANT - US,IT,78957,MEDIUM,Y
C,20-11-2022,12-12-2022,VERMONT SERVICE CENTER,SOUTH KOREA,35,MASTER'S,SYSTEMS ENGINEER,IT,68827,MEDIUM,Y
C,12-02-2022,09-03-2022,nan,MEXICO,37,BACHELOR'S,FINANCIAL ANALYST,MEDICAL,54538,LOW,Y
C,31-03-2022,14-04-2022,POTOMAC SERVICE CENTER,INDIA,52,MASTER'S,PROGRAMMER ANALYST,FINANCE,46301,LOW,Y
C,22-01-2022,07-02-2022,CALIFORNIA SERVICE CENTER,INDIA,52,nan,TECHNICAL TEST LEAD - US - PRACTITIONER,IT,79498,MEDIUM,Y
C,25-10-2022,16-11-2022,TEXAS SERVICE CENTER,CHINA,45,BACHELOR'S,SR. CONSULTANT PROFESSIONAL SERVICES (15-1199.01),OTHER,60798,MEDIUM,Y
C,26-06-2022,21-08-2022,POTOMAC SERVICE CENTER,INDIA,38,BACHELOR'S,ORACLE APPLICATIONS LEAD,IT,101566,HIGH,Y
C,19-05-2022,29-05-2022,VERMONT SERVICE CENTER,INDIA,33,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,MEDICAL,85197,MEDIUM,Y
C,17-07-2022,29-08-2022,TEXAS SERVICE CENTER,CHINA,45,MASTER'S,TECHNICAL TEST LEAD - US - PROFESSIONAL,IT,79498,MEDIUM,Y
C,18-02-2022,16-03-2022,VERMONT SERVICE CENTER,INDIA,33,MASTER'S,JAVA DEVELOPER - II,IT,85197,MEDIUM,Y
C,17-05-2022,21-06-2022,nan,INDIA,33,BACHELOR'S,PROJECT MANAGER,FINANCE,60798,MEDIUM,Y
C,09-04-2022,12-05-2022,TEXAS SERVICE CENTER,INDIA,40,BACHELOR'S,BIG DATA ARCHITECT,ENGINEERING,74776,MEDIUM,Y
CW,08-12-2022,03-01-2023,nan,nan,40,DOCTORATE,"SENIOR CONSULTANT - MANAGEMENT, TRAINING, AND DEVELOPMENT",ENGINEERING,52270,LOW,Y
